;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
40; Fiesta;2017;8788;Manual;15612;Petrol;145;65,7;1,0;ford
41; Fiesta;2018;12251;Manual;8920;Petrol;145;58,9;1,0;ford
42; Kuga;2017;16320;Manual;24803;Diesel;145;60,1;2,0;ford
43; Fiesta;2019;13140;Manual;7;Petrol;145;48,7;1,1;ford
44; Fiesta;2018;10491;Semi-Auto;43019;Petrol;145;48,7;1,0;ford
45; Kuga;2016;13870;Semi-Auto;41607;Diesel;145;54,3;2,0;ford
46; Focus;2017;14960;Manual;23554;Petrol;145;41,5;2,0;ford
47; Fiesta;2019;13540;Manual;6923;Petrol;145;58,9;1,0;ford
48; Focus;2019;17970;Manual;10985;Diesel;145;74,3;1,5;ford
49; C-MAX;2017;9330;Manual;29617;Diesel;20;68,9;1,5;ford
50; Fiesta;2016;6000;Manual;47613;Petrol;0;65,7;1,0;ford
51; Ka+;2019;8995;Manual;5122;Petrol;145;43,5;1,2;ford
52; Ka+;2019;8495;Manual;32;Petrol;145;48,7;1,2;ford
53; Fiesta;2016;6395;Manual;31562;Petrol;125;54,3;1,2;ford
54; Focus;2019;14495;Manual;8131;Petrol;145;58,9;1,0;ford
55; Tourneo Custom;2018;19995;Automatic;24568;Diesel;145;31,7;2,0;ford
56; S-MAX;2017;18495;Automatic;39605;Diesel;145;54,3;2,0;ford
57; Focus;2019;17995;Manual;11496;Diesel;145;57,6;2,0;ford
58; Fiesta;2013;5495;Manual;51271;Petrol;30;54,3;1,2;ford
59; Kuga;2018;16995;Automatic;7189;Diesel;145;58,9;1,5;ford
60; Kuga;2018;16495;Manual;29428;Diesel;145;54,3;1,5;ford
61; Kuga;2018;17998;Manual;12162;Petrol;145;39,2;1,5;ford
62; B-MAX;2014;7498;Semi-Auto;33023;Petrol;160;44,1;1,6;ford
63; Focus;2019;17498;Manual;2714;Petrol;150;49,6;1,0;ford
64; S-MAX;2017;17498;Manual;17051;Diesel;150;56,5;2,0;ford
65; Fiesta;2013;5998;Manual;44304;Diesel;0;76,4;1,5;ford
66; Kuga;2019;17698;Manual;4844;Petrol;145;34,4;1,5;ford
67; Kuga;2016;11000;Manual;31810;Diesel;125;60,1;2,0;ford
68; EcoSport;2017;8700;Manual;43081;Petrol;145;44,8;1,5;ford
69; Kuga;2017;15300;Manual;47159;Diesel;145;54,3;2,0;ford
70; Fiesta;2013;7490;Manual;25000;Petrol;0;65,7;1,0;ford
71; Focus;2017;10760;Manual;29891;Petrol;145;60,1;1,0;ford
72; Kuga;2019;18760;Manual;10237;Petrol;145;39,2;1,5;ford
73; Fiesta;2014;6360;Manual;48653;Petrol;0;65,7;1,0;ford
74; Fiesta;2014;6270;Manual;60888;Petrol;0;65,7;1,0;ford
75; Kuga;2017;17920;Automatic;15815;Petrol;235;38,2;1,5;ford
76; Fiesta;2013;4790;Manual;74128;Petrol;0;65,7;1,0;ford
77; Focus;2015;7830;Manual;50124;Diesel;0;74,3;1,5;ford
78; Fiesta;2015;6990;Manual;29851;Diesel;0;76,4;1,5;ford
79; Edge;2016;18640;Manual;24105;Diesel;160;48,7;2,0;ford
80; Fiesta;2015;6700;Manual;28935;Petrol;30;54,3;1,2;ford
81; Fiesta;2018;9498;Manual;30925;Petrol;145;65,7;1,0;ford
82; Focus;2018;13698;Manual;13418;Petrol;145;58,9;1,0;ford
83; Fiesta;2018;13298;Manual;13756;Petrol;145;58,9;1,0;ford
84; Kuga;2015;14398;Manual;25175;Diesel;145;54,3;2,0;ford
85; Fiesta;2017;8998;Manual;21267;Petrol;145;64,2;1,1;ford
86; Fiesta;2019;12698;Manual;12130;Petrol;145;56,5;1,0;ford
87; Fiesta;2019;11998;Manual;17354;Petrol;145;56,5;1,0;ford
88; Fiesta;2019;13498;Manual;15822;Petrol;145;58,9;1,0;ford
89; Fiesta;2019;13498;Manual;10557;Petrol;145;58,9;1,0;ford
90; Focus;2016;9698;Manual;20786;Petrol;20;61,4;1,0;ford
91; Focus;2016;24995;Manual;7997;Petrol;235;36,7;2,3;ford
92; Fiesta;2017;9895;Manual;19079;Petrol;145;65,7;1,0;ford
93; Fiesta;2018;12995;Manual;14979;Petrol;145;58,9;1,0;ford
94; Tourneo Connect;2015;9295;Manual;47904;Diesel;125;56,5;1,6;ford
95; Fiesta;2016;8495;Manual;24410;Petrol;125;54,3;1,2;ford
96; Fiesta;2019;13895;Manual;13600;Petrol;145;58,9;1,0;ford
97; Focus;2018;18298;Manual;21456;Diesel;145;67,3;2,0;ford
98; Focus;2015;9198;Manual;31512;Diesel;0;74,3;1,5;ford
99; Fiesta;2016;10798;Manual;11843;Petrol;0;65,7;1,0;ford
100; Fiesta;2016;8998;Manual;31373;Petrol;0;65,7;1,0;ford
101; Kuga;2018;18498;Manual;7796;Diesel;145;54,3;1,5;ford
102; Kuga;2017;13498;Manual;26597;Diesel;145;54,3;2,0;ford
103; Kuga;2017;14998;Manual;15978;Diesel;30;64,2;1,5;ford
104; Kuga;2017;13998;Automatic;13265;Petrol;240;38,2;1,5;ford
105; EcoSport;2016;9998;Manual;20491;Petrol;125;52,3;1,0;ford
106; Tourneo Connect;2017;10998;Manual;16310;Petrol;125;50,4;1,0;ford
107; Focus;2017;17698;Manual;14557;Petrol;145;41,5;2,0;ford
108; Focus;2017;11498;Semi-Auto;30917;Petrol;125;51,4;1,0;ford
109; Focus;2017;12798;Manual;22153;Diesel;145;74,3;1,5;ford
110; C-MAX;2015;8698;Manual;31743;Petrol;30;55,4;1,0;ford
111; Kuga;2019;19495;Manual;13673;Diesel;145;47,9;2,0;ford
112; Fiesta;2018;9995;Manual;25776;Petrol;145;65,7;1,0;ford
113; Focus;2016;10995;Manual;30923;Diesel;0;74,3;1,5;ford
114; Kuga;2017;13998;Manual;24504;Diesel;150;64,2;1,5;ford
115; Fiesta;2017;11998;Manual;6568;Petrol;145;62,8;1,0;ford
116; Tourneo Connect;2016;8998;Manual;42960;Diesel;30;61,4;1,5;ford
117; Kuga;2018;16698;Manual;5117;Diesel;145;54,3;1,5;ford
118; EcoSport;2016;8998;Manual;31736;Petrol;125;53,3;1,0;ford
119; Fiesta;2015;7998;Manual;19212;Petrol;0;65,7;1,0;ford
120; Fiesta;2018;12495;Manual;12426;Petrol;145;65,7;1,0;ford
121; Ka+;2017;7995;Manual;12872;Petrol;145;57,7;1,2;ford
122; Puma;2020;21995;Manual;4111;Petrol;145;50,4;1,0;ford
123; Kuga;2018;16995;Manual;34690;Diesel;145;60,1;2,0;ford
124; Fiesta;2018;11995;Manual;32168;Petrol;145;65,7;1,0;ford
125; Kuga;2019;19995;Manual;11312;Diesel;145;47,9;2,0;ford
126; Fiesta;2017;8995;Manual;31559;Petrol;145;65,7;1,0;ford
127; Ka+;2017;8295;Manual;23000;Petrol;145;57,7;1,2;ford
128; EcoSport;2018;14698;Manual;6442;Petrol;145;54,3;1,0;ford
129; Fiesta;2016;10498;Semi-Auto;29590;Petrol;0;57,7;1,0;ford
130; Focus;2018;14495;Manual;17030;Petrol;145;57,7;1,0;ford
131; Focus;2016;8995;Manual;22493;Petrol;20;60,1;1,0;ford
132; Focus;2016;15995;Manual;29600;Diesel;20;67,3;2,0;ford
133; C-MAX;2016;10995;Semi-Auto;26500;Diesel;125;58,9;2,0;ford
134; Tourneo Custom;2017;19995;Manual;14000;Diesel;200;44,8;2,0;ford
135; C-MAX;2013;8295;Manual;34783;Diesel;30;61,4;1,6;ford
136; Focus;2015;7995;Manual;56655;Diesel;20;67,3;1,6;ford
137; Kuga;2019;19995;Manual;16000;Diesel;150;47,9;2,0;ford
138; Mondeo;2015;9995;Manual;30753;Diesel;0;78,5;1,5;ford
139; Grand C-MAX;2018;13495;Manual;1030;Petrol;145;47,9;1,0;ford
140; C-MAX;2017;12995;Manual;7817;Petrol;145;55,4;1,0;ford
141; Focus;2018;12995;Manual;9781;Petrol;145;60,1;1,0;ford
142; EcoSport;2018;12998;Manual;17241;Petrol;145;54,3;1,0;ford
143; Tourneo Connect;2015;10298;Manual;28309;Diesel;125;58,9;1,6;ford
144; Fiesta;2017;10498;Manual;50599;Petrol;0;65,7;1,0;ford
145; Focus;2018;11298;Semi-Auto;37880;Diesel;150;74,3;1,5;ford
146; Kuga;2016;10698;Manual;56888;Diesel;125;60,1;2,0;ford
147; Focus;2018;15995;Manual;10500;Petrol;145;60,1;1,0;ford
148; B-MAX;2014;6995;Semi-Auto;50800;Petrol;160;44,1;1,6;ford
149; Fiesta;2019;13950;Manual;6700;Petrol;145;58,9;1,0;ford
150; Fiesta;2017;10650;Manual;31800;Petrol;150;65,7;1,0;ford
151; Fiesta;2016;7995;Manual;20700;Petrol;125;54,3;1,2;ford
152; Focus;2016;11495;Manual;29900;Diesel;0;74,3;1,5;ford
153; Kuga;2018;16995;Manual;32858;Diesel;145;54,3;2,0;ford
154; Fiesta;2018;11995;Manual;31593;Petrol;145;65,7;1,0;ford
155; Focus;2015;10995;Manual;13791;Petrol;125;51,4;1,5;ford
156; Kuga;2019;20495;Manual;12034;Diesel;145;47,9;2,0;ford
157; Focus;2018;19995;Manual;10923;Diesel;145;67,3;2,0;ford
158; Kuga;2019;19995;Manual;10171;Diesel;145;38,2;2,0;ford
159; Focus;2016;10995;Manual;30923;Diesel;0;74,3;1,5;ford
160; EcoSport;2019;18995;Manual;2291;Petrol;145;52,3;1,0;ford
161; Focus;2017;11995;Manual;23469;Petrol;125;51,4;1,5;ford
162; Kuga;2017;16998;Manual;13626;Diesel;125;60,1;2,0;ford
163; Fiesta;2016;7398;Manual;35180;Petrol;125;54,3;1,2;ford
164; Fiesta;2019;11498;Manual;17708;Petrol;145;58,9;1,0;ford
165; Fiesta;2019;13998;Manual;9957;Petrol;145;58,9;1,0;ford
166; Focus;2019;16698;Manual;4542;Petrol;145;60,1;1,0;ford
167; Mondeo;2016;9998;Manual;38358;Diesel;0;78,5;1,5;ford
168; Focus;2015;12998;Manual;25878;Diesel;20;67,3;2,0;ford
169; EcoSport;2016;9998;Semi-Auto;18325;Petrol;160;44,8;1,5;ford
170; Focus;2017;12498;Manual;9338;Petrol;145;60,1;1,0;ford
171; EcoSport;2018;14998;Manual;7133;Diesel;145;58,9;1,5;ford
172; Focus;2017;10498;Manual;42002;Petrol;20;60,1;1,0;ford
173; Kuga;2017;16995;Automatic;3700;Petrol;145;38,2;1,5;ford
174; Focus;2019;15495;Manual;5600;Petrol;145;60,1;1,0;ford
175; Fiesta;2015;9495;Manual;17288;Petrol;0;65,7;1,0;ford
176; B-MAX;2013;5995;Manual;42996;Diesel;20;70,6;1,6;ford
177; Focus;2014;7498;Manual;47566;Petrol;30;56,5;1,0;ford
178; Fiesta;2017;11798;Manual;4262;Petrol;0;65,7;1,0;ford
179; Fiesta;2017;10998;Manual;10125;Petrol;145;65,7;1,0;ford
180; Focus;2017;14998;Automatic;17028;Petrol;150;46,3;1,5;ford
181; Fiesta;2017;8998;Manual;12753;Petrol;145;54,3;1,2;ford
182; Focus;2016;13998;Manual;24895;Diesel;20;67,3;2,0;ford
183; Focus;2017;17998;Manual;9066;Petrol;145;41,5;2,0;ford
184; Fiesta;2019;18998;Manual;3292;Petrol;145;40,3;1,5;ford
185; Kuga;2013;9198;Semi-Auto;48130;Diesel;200;45,6;2,0;ford
186; Kuga;2015;14498;Manual;27513;Diesel;145;54,3;2,0;ford
187; Focus;2017;14998;Manual;32511;Petrol;150;41,5;2,0;ford
188; Fiesta;2016;8498;Manual;21888;Petrol;125;54,3;1,2;ford
189; Fiesta;2019;13995;Manual;11130;Petrol;145;58,9;1,0;ford
190; Focus;2017;18498;Manual;14441;Petrol;145;41,5;2,0;ford
191; Focus;2018;13998;Manual;13401;Petrol;145;60,1;1,0;ford
192; Fiesta;2019;12798;Manual;10567;Petrol;145;58,9;1,0;ford
193; Fiesta;2019;14698;Manual;7872;Petrol;145;58,9;1,0;ford
194; Ka+;2017;7698;Manual;10641;Petrol;30;57,7;1,2;ford
195; EcoSport;2018;12498;Manual;10222;Petrol;145;54,3;1,0;ford
196; Fiesta;2017;9998;Manual;28519;Petrol;20;62,8;1,0;ford
197; Kuga;2017;13998;Manual;51772;Diesel;125;60,1;2,0;ford
198; Fiesta;2016;9500;Automatic;7350;Petrol;0;57,7;1,0;ford
199; Ka+;2018;8195;Manual;12231;Petrol;145;47,9;1,2;ford
200; Kuga;2019;21498;Automatic;5354;Petrol;150;31,0;1,5;ford
201; Focus;2017;17998;Manual;19525;Petrol;145;41,5;2,0;ford
202; EcoSport;2018;14498;Manual;11922;Petrol;145;54,3;1,0;ford
203; C-MAX;2016;9998;Manual;16984;Diesel;20;68,9;1,5;ford
204; Fiesta;2016;7998;Manual;16070;Petrol;125;54,3;1,2;ford
205; Focus;2018;10998;Manual;26648;Petrol;145;61,4;1,0;ford
206; Fiesta;2017;10998;Manual;19140;Petrol;145;62,8;1,0;ford
207; Focus;2016;9998;Manual;26399;Diesel;0;74,3;1,5;ford
208; Fiesta;2013;5498;Manual;53545;Petrol;30;54,3;1,2;ford
209; Fiesta;2017;9298;Manual;25491;Petrol;0;65,7;1,0;ford
210; Fiesta;2014;7298;Manual;31359;Petrol;0;65,7;1,0;ford
211; Focus;2016;8498;Manual;51656;Diesel;0;74,3;1,5;ford
212; Kuga;2016;17698;Semi-Auto;11221;Diesel;145;54,3;2,0;ford
213; Kuga;2017;14498;Manual;23356;Diesel;145;60,1;2,0;ford
214; EcoSport;2018;12898;Manual;15267;Petrol;145;53,3;1,0;ford
215; B-MAX;2017;7998;Manual;41294;Diesel;0;74,4;1,5;ford
216; C-MAX;2018;12198;Manual;7993;Petrol;145;49,6;1,0;ford
217; EcoSport;2017;9698;Manual;30207;Petrol;145;53,3;1,0;ford
218; Fiesta;2016;8798;Manual;19815;Petrol;0;65,7;1,0;ford
219; Kuga;2015;14298;Manual;43717;Diesel;145;54,3;2,0;ford
220; Focus;2018;15798;Manual;4534;Petrol;145;58,9;1,0;ford
221; Fiesta;2017;10298;Manual;9148;Petrol;145;65,7;1,0;ford
222; KA;2014;4898;Manual;22609;Petrol;30;57,7;1,2;ford
223; Focus;2016;10298;Manual;15510;Diesel;0;74,3;1,5;ford
224; Fiesta;2017;9998;Manual;20347;Petrol;0;65,7;1,0;ford
225; Kuga;2018;16698;Manual;3044;Petrol;145;39,2;1,5;ford
226; Fiesta;2017;8998;Manual;5233;Petrol;125;54,3;1,2;ford
227; Grand C-MAX;2015;8998;Manual;28359;Diesel;125;60,1;1,6;ford
228; Focus;2017;12498;Semi-Auto;12244;Petrol;125;51,4;1,0;ford
229; Fiesta;2018;12498;Manual;17918;Petrol;145;65,7;1,0;ford
230; S-MAX;2020;34498;Semi-Auto;4623;Diesel;145;43,5;2,0;ford
231; EcoSport;2017;9298;Manual;16770;Petrol;145;44,8;1,5;ford
232; Focus;2017;10900;Manual;25459;Petrol;145;60,1;1,0;ford
233; EcoSport;2017;9998;Manual;23913;Petrol;125;53,3;1,0;ford
234; Fiesta;2018;12998;Manual;9901;Petrol;150;65,7;1,0;ford
235; Focus;2016;10998;Semi-Auto;15006;Petrol;125;51,4;1,0;ford
236; Focus;2017;15500;Manual;19593;Petrol;145;41,5;2,0;ford
237; Kuga;2017;16200;Semi-Auto;23027;Diesel;145;58,9;1,5;ford
238; C-MAX;2016;10500;Semi-Auto;13580;Diesel;20;64,2;1,5;ford
239; Focus;2015;13200;Manual;32000;Diesel;20;67,3;2,0;ford
240; Focus;2019;18698;Manual;15365;Petrol;145;60,1;1,0;ford
241; Focus;2019;16998;Manual;7924;Diesel;145;80,7;1,5;ford
242; Fiesta;2017;9998;Manual;10721;Petrol;145;65,7;1,0;ford
243; EcoSport;2017;9498;Manual;25939;Petrol;145;53,3;1,0;ford
244; Fiesta;2019;17498;Manual;3265;Petrol;145;58,9;1,0;ford
245; Focus;2019;15998;Automatic;11045;Petrol;145;41,5;1,0;ford
246; EcoSport;2020;17998;Manual;250;Petrol;145;51,4;1,0;ford
247; B-MAX;2013;5698;Manual;44901;Petrol;145;47,1;1,4;ford
248; Focus;2017;9998;Manual;22001;Petrol;20;60,1;1,0;ford
249; Fiesta;2020;17298;Manual;4563;Petrol;145;54,3;1,0;ford
250; Fiesta;2019;16998;Manual;12236;Petrol;145;55,4;1,0;ford
251; Kuga;2019;23998;Manual;7584;Diesel;145;39,2;2,0;ford
252; Fiesta;2013;6498;Manual;41599;Petrol;0;65,7;1,0;ford
253; Grand C-MAX;2017;12498;Manual;10373;Petrol;145;54,3;1,0;ford
254; Fiesta;2013;4998;Manual;79300;Petrol;0;65,7;1,0;ford
255; C-MAX;2017;11498;Manual;12982;Petrol;30;55,4;1,0;ford
256; Focus;2017;11298;Manual;24386;Diesel;0;74,3;1,5;ford
257; EcoSport;2017;9298;Manual;18209;Diesel;30;64,2;1,5;ford
258; EcoSport;2018;12998;Manual;9796;Petrol;145;54,3;1,0;ford
259; Fiesta;2018;14498;Manual;9428;Petrol;145;62,8;1,0;ford
260; Galaxy;2016;18498;Manual;30528;Diesel;125;56,5;2,0;ford
261; C-MAX;2016;8498;Manual;41772;Petrol;30;55,4;1,0;ford
262; Fiesta;2015;8298;Manual;15673;Petrol;0;65,7;1,0;ford
263; Focus;2015;8498;Manual;47219;Diesel;0;74,3;1,5;ford
264; Focus;2018;12998;Manual;16081;Petrol;150;57,7;1,0;ford
265; Focus;2019;16998;Manual;10476;Petrol;145;60,1;1,0;ford
266; Fiesta;2016;9998;Manual;16647;Petrol;0;65,7;1,0;ford
267; Kuga;2017;13698;Manual;41457;Diesel;150;54,3;2,0;ford
268; Focus;2017;13998;Semi-Auto;4735;Petrol;125;51,4;1,0;ford
269; EcoSport;2016;9498;Manual;24045;Petrol;125;53,3;1,0;ford
270; EcoSport;2019;15984;Manual;6500;Petrol;145;51,4;1,0;ford
271; EcoSport;2017;8489;Manual;60190;Petrol;160;44,8;1,5;ford
272; Fiesta;2017;9995;Manual;27000;Diesel;0;78,5;1,5;ford
273; Fiesta;2017;8498;Manual;32538;Petrol;0;65,7;1,0;ford
274; Kuga;2016;13498;Manual;36345;Diesel;150;54,3;2,0;ford
275; Focus;2016;8998;Manual;43623;Petrol;20;61,4;1,0;ford
276; Kuga;2013;9998;Semi-Auto;58500;Diesel;200;45,6;2,0;ford
277; Kuga;2017;17498;Manual;15729;Diesel;145;54,3;2,0;ford
278; Fiesta;2018;9998;Manual;7892;Petrol;145;65,7;1,0;ford
279; Fiesta;2017;11990;Manual;24725;Petrol;145;47,9;1,6;ford
280; Focus;2019;16899;Manual;7000;Diesel;145;80,7;1,5;ford
281; EcoSport;2019;15984;Manual;3500;Petrol;145;51,4;1,0;ford
282; EcoSport;2019;15984;Manual;4500;Petrol;145;51,4;1,0;ford
283; EcoSport;2019;15984;Manual;4000;Petrol;145;51,4;1,0;ford
284; EcoSport;2019;13998;Manual;4889;Diesel;145;68,9;1,5;ford
285; Kuga;2017;17994;Manual;20633;Diesel;150;54,3;2,0;ford
286; Galaxy;2016;17489;Semi-Auto;47937;Diesel;165;51,4;2,0;ford
287; Kuga;2018;19899;Semi-Auto;28500;Diesel;145;54,3;2,0;ford
288; Fiesta;2014;4699;Manual;85000;Petrol;30;54,3;1,2;ford
289; EcoSport;2017;9949;Manual;23000;Petrol;125;53,3;1,0;ford
290; C-MAX;2017;11498;Manual;9995;Petrol;145;55,4;1,0;ford
291; C-MAX;2017;10898;Manual;12626;Petrol;30;55,4;1,0;ford
292; C-MAX;2018;12998;Manual;7320;Petrol;145;55,4;1,0;ford
293; C-MAX;2019;13498;Manual;23394;Petrol;145;48,7;1,0;ford
294; C-MAX;2017;9998;Manual;12932;Diesel;20;68,9;1,5;ford
295; Focus;2019;18998;Automatic;22246;Diesel;150;64,2;2,0;ford
296; Fiesta;2019;11798;Manual;5530;Petrol;150;48,7;1,1;ford
297; Fiesta;2019;11798;Manual;4590;Petrol;150;48,7;1,1;ford
298; Fiesta;2017;8498;Manual;28479;Petrol;0;65,7;1,0;ford
299; Kuga;2013;8998;Manual;67895;Diesel;200;47,9;2,0;ford
300; Focus;2019;14799;Manual;6249;Petrol;145;60,1;1,0;ford
301; Focus;2019;14799;Manual;8560;Petrol;145;60,1;1,0;ford
302; Mustang;2020;42489;Automatic;3500;Petrol;145;22,1;5,0;ford
303; Kuga;2017;17498;Manual;9940;Petrol;145;45,6;1,5;ford
304; Focus;2019;16498;Manual;4930;Petrol;145;60,1;1,0;ford
305; Focus;2018;19698;Manual;12011;Petrol;145;41,5;2,0;ford
306; Fiesta;2016;8498;Manual;23053;Petrol;125;54,3;1,2;ford
307; Focus;2016;16998;Manual;17589;Petrol;200;41,5;2,0;ford
308; Focus;2019;14998;Manual;7000;Petrol;145;58,9;1,0;ford
309; Grand Tourneo Connect;2019;19999;Manual;3500;Diesel;145;61,4;1,5;ford
310; Kuga;2019;20999;Automatic;5500;Diesel;145;47,9;2,0;ford
311; Focus;2019;14998;Manual;7000;Petrol;145;60,1;1,0;ford
312; Focus;2019;14998;Manual;7000;Petrol;145;58,9;1,0;ford
313; EcoSport;2019;13998;Manual;5000;Diesel;145;68,9;1,5;ford
314; Kuga;2017;13898;Manual;33026;Diesel;145;60,1;2,0;ford
315; Fiesta;2016;11498;Manual;8560;Petrol;0;65,7;1,0;ford
316; Focus;2018;19698;Manual;16548;Petrol;145;41,5;2,0;ford
317; Focus;2017;10498;Manual;49485;Diesel;0;74,3;1,5;ford
318; Mondeo;2017;17498;Semi-Auto;14569;Diesel;145;53,3;2,0;ford
319; Kuga;2015;12498;Manual;60151;Diesel;145;54,3;2,0;ford
320; Focus;2017;11498;Manual;9148;Petrol;145;61,4;1,0;ford
321; Fiesta;2017;10998;Manual;13548;Petrol;0;65,7;1,0;ford
322; Mondeo;2019;22998;Automatic;7337;Hybrid;140;47,1;2,0;ford
323; Fiesta;2015;8498;Manual;6649;Petrol;125;54,3;1,2;ford
324; Focus;2017;11998;Manual;7690;Petrol;150;60,1;1,0;ford
325; Fiesta;2019;11898;Manual;3396;Petrol;150;48,7;1,1;ford
326; Fiesta;2019;11498;Manual;15766;Petrol;145;58,9;1,0;ford
327; Fiesta;2019;13298;Manual;7349;Petrol;145;58,9;1,0;ford
328; C-MAX;2016;9698;Manual;36860;Diesel;20;68,9;1,5;ford
329; EcoSport;2018;10498;Manual;59498;Diesel;145;68,9;1,5;ford
330; Kuga;2015;10998;Manual;17367;Diesel;125;60,1;2,0;ford
331; Fiesta;2017;9598;Manual;14403;Petrol;145;64,2;1,1;ford
332; Focus;2019;16998;Manual;20647;Petrol;145;60,1;1,0;ford
333; Fiesta;2019;13498;Manual;13351;Petrol;145;58,9;1,0;ford
334; Fiesta;2016;6998;Manual;34804;Petrol;125;54,3;1,2;ford
335; Kuga;2017;15498;Manual;38113;Diesel;125;60,1;2,0;ford
336; Fiesta;2018;9949;Manual;27399;Petrol;145;64,2;1,1;ford
337; C-MAX;2018;12998;Manual;2455;Diesel;145;68,9;1,5;ford
338; Edge;2016;20799;Automatic;52000;Diesel;200;47,9;2,0;ford
339; Mustang;2020;38489;Automatic;3500;Petrol;145;30,7;2,3;ford
340; Fiesta;2018;9489;Manual;35417;Petrol;145;64,2;1,1;ford
341; Fiesta;2019;13949;Semi-Auto;11982;Petrol;145;48,7;1,0;ford
342; Fiesta;2018;10990;Manual;28138;Petrol;145;56,5;1,0;ford
343; Kuga;2017;13489;Manual;34805;Diesel;145;54,3;2,0;ford
344; Focus;2015;7994;Manual;64612;Diesel;20;67,3;1,6;ford
345; Fiesta;2018;11489;Manual;19665;Petrol;145;60,1;1,0;ford
346; Kuga;2018;15699;Manual;17500;Diesel;150;64,2;1,5;ford
347; Focus;2020;19998;Manual;4000;Diesel;145;74,3;1,5;ford
348; Focus;2020;19489;Manual;5000;Diesel;145;74,3;1,5;ford
349; Focus;2019;14998;Manual;7000;Petrol;145;58,9;1,0;ford
350; EcoSport;2016;9199;Manual;26445;Diesel;30;64,2;1,5;ford
351; C-MAX;2017;10489;Manual;26445;Diesel;20;68,9;1,5;ford
352; EcoSport;2018;11489;Manual;2922;Diesel;145;64,2;1,5;ford
353; Mustang;2018;29998;Automatic;3000;Petrol;145;28,8;2,3;ford
354; Mustang;2018;31498;Automatic;6250;Petrol;145;23,5;5,0;ford
355; Focus;2018;11999;Manual;6691;Petrol;145;61,4;1,0;ford
356; Grand Tourneo Connect;2018;15990;Automatic;9486;Diesel;145;56,6;1,5;ford
357; Focus;2019;16998;Automatic;8703;Petrol;145;40,9;1,5;ford
358; EcoSport;2019;15489;Manual;5636;Diesel;145;68,9;1,5;ford
