;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
42; GT86;2017;19500;Manual;9639;Petrol;260;36,2;2,0;toyota
43; GT86;2017;18250;Manual;20219;Petrol;145;36,2;2,0;toyota
44; GT86;2019;23995;Manual;1557;Petrol;150;33,2;2,0;toyota
45; GT86;2016;17500;Manual;14000;Petrol;260;36,2;2,0;toyota
46; GT86;2019;23997;Manual;4500;Petrol;145;33,2;2,0;toyota
47; GT86;2017;17102;Manual;21000;Petrol;260;36,2;2,0;toyota
48; GT86;2019;24995;Manual;2488;Petrol;145;33,2;2,0;toyota
49; GT86;2017;19995;Manual;26000;Petrol;145;36,2;2,0;toyota
50; GT86;2020;29769;Manual;999;Petrol;145;33,2;2,0;toyota
51; GT86;2019;25850;Manual;4442;Petrol;145;33,2;2,0;toyota
52; GT86;2014;13495;Manual;24667;Petrol;265;36,2;2,0;toyota
53; GT86;2017;18495;Semi-Auto;13930;Petrol;150;39,8;2,0;toyota
54; GT86;2020;25499;Manual;614;Petrol;145;33,2;2,0;toyota
55; GT86;2017;18621;Manual;18544;Petrol;150;36,2;2,0;toyota
56; GT86;2019;25121;Manual;7056;Petrol;145;33,2;2,0;toyota
57; GT86;2017;17500;Manual;11898;Petrol;145;36,2;2,0;toyota
58; GT86;2013;11599;Automatic;28335;Petrol;200;39,8;2,0;toyota
59; GT86;2017;17249;Manual;10089;Petrol;145;36,2;2,0;toyota
60; GT86;2020;25995;Manual;3250;Petrol;145;33,2;2,0;toyota
61; GT86;2014;13000;Manual;39761;Petrol;265;36,2;2,0;toyota
62; GT86;2017;17250;Manual;19420;Petrol;145;36,2;2,0;toyota
63; GT86;2019;27950;Manual;489;Petrol;145;33,2;2,0;toyota
64; GT86;2020;27995;Manual;1055;Petrol;145;33,2;2,0;toyota
65; GT86;2016;13999;Manual;19987;Petrol;260;36,2;2,0;toyota
66; GT86;2012;9995;Automatic;74599;Petrol;200;39,8;2,0;toyota
67; GT86;2015;10499;Automatic;81206;Petrol;200;39,8;2,0;toyota
68; GT86;2012;11995;Manual;53000;Petrol;250;36,2;2,0;toyota
69; GT86;2015;13495;Manual;49000;Petrol;265;36,2;2,0;toyota
70; GT86;2019;24990;Automatic;4000;Petrol;145;32,8;2,0;toyota
71; GT86;2017;19500;Manual;6725;Petrol;145;36,2;2,0;toyota
72; GT86;2020;28000;Manual;650;Petrol;145;33,2;2,0;toyota
73; Corolla;2019;22500;Automatic;8006;Other;140;85,6;1,8;toyota
74; Corolla;2005;1300;Manual;129000;Petrol;260;36,7;1,8;toyota
75; Corolla;2019;20250;Automatic;7445;Hybrid;140;85,6;1,8;toyota
76; Corolla;2020;26980;Automatic;5000;Hybrid;135;72,4;2,0;toyota
77; Corolla;2019;21995;Automatic;8789;Hybrid;135;85,6;1,8;toyota
78; Corolla;2019;18995;Manual;2193;Petrol;145;39,2;1,2;toyota
79; Corolla;2019;22498;Automatic;9798;Hybrid;135;78,5;1,8;toyota
80; Corolla;2019;20998;Automatic;8442;Hybrid;135;85,6;1,8;toyota
81; Corolla;2019;27990;Automatic;3650;Hybrid;135;72,4;2,0;toyota
82; Corolla;2019;22520;Automatic;7666;Hybrid;135;85,6;1,8;toyota
83; Corolla;2019;17440;Manual;6346;Petrol;145;39,2;1,2;toyota
84; Corolla;2019;22990;Automatic;9000;Hybrid;135;78,5;1,8;toyota
85; Corolla;2019;25570;Automatic;3196;Hybrid;135;72,4;2,0;toyota
86; Corolla;2019;19998;Automatic;1992;Hybrid;135;85,6;1,8;toyota
87; Corolla;2019;23990;Automatic;9500;Hybrid;135;78,5;1,8;toyota
88; Corolla;2019;19995;Automatic;12158;Hybrid;135;85,6;1,8;toyota
89; Corolla;2019;24995;Automatic;5500;Hybrid;135;72,4;2,0;toyota
90; Corolla;2019;24995;Automatic;1350;Hybrid;135;72,4;2,0;toyota
91; Corolla;2019;23440;Automatic;5000;Hybrid;135;78,5;1,8;toyota
92; Corolla;2019;21990;Automatic;9278;Hybrid;135;85,6;1,8;toyota
93; Corolla;2019;20990;Automatic;5000;Hybrid;135;85,6;1,8;toyota
94; Corolla;2019;19990;Automatic;10500;Hybrid;135;85,6;1,8;toyota
95; Corolla;2019;21995;Automatic;9100;Hybrid;135;58,9;1,8;toyota
96; Corolla;2019;22070;Automatic;9304;Hybrid;135;78,5;1,8;toyota
97; Corolla;2019;22490;Automatic;9500;Hybrid;135;85,6;1,8;toyota
98; Corolla;2019;15990;Manual;3500;Petrol;145;39,2;1,2;toyota
99; Corolla;2019;21998;Automatic;9023;Hybrid;135;72,4;2,0;toyota
100; Corolla;2019;22075;Automatic;9684;Hybrid;135;85,6;1,8;toyota
101; Corolla;2020;28990;Automatic;2000;Hybrid;140;53,3;2,0;toyota
102; Corolla;2019;16995;Manual;6503;Petrol;145;39,2;1,2;toyota
103; Corolla;2019;18498;Manual;5087;Petrol;145;39,2;1,2;toyota
104; Corolla;2019;25995;Automatic;1751;Hybrid;135;72,4;2,0;toyota
105; Corolla;2019;24998;Automatic;6195;Hybrid;140;72,4;2,0;toyota
106; Corolla;2019;23500;Automatic;4720;Hybrid;135;78,5;1,8;toyota
107; Corolla;2019;21750;Automatic;2839;Hybrid;135;85,6;1,8;toyota
108; Corolla;2019;21000;Automatic;11408;Hybrid;135;85,6;1,8;toyota
109; Corolla;2019;23000;Automatic;6788;Hybrid;135;85,6;1,8;toyota
110; Corolla;2019;25000;Automatic;2430;Hybrid;140;78,5;1,8;toyota
111; Corolla;2019;23000;Automatic;3579;Hybrid;135;72,4;2,0;toyota
112; Corolla;2019;24000;Automatic;6415;Hybrid;135;72,4;2,0;toyota
113; Corolla;2019;22500;Automatic;9493;Hybrid;135;78,5;1,8;toyota
114; Corolla;2019;22790;Automatic;5830;Hybrid;135;72,4;2,0;toyota
115; Corolla;2019;22790;Automatic;9781;Hybrid;135;72,4;2,0;toyota
116; Corolla;2019;21490;Automatic;8950;Hybrid;135;72,4;2,0;toyota
117; Corolla;2019;17250;Manual;12000;Petrol;145;39,2;1,2;toyota
118; Corolla;2019;15998;Manual;7016;Petrol;145;39,2;1,2;toyota
119; Corolla;2019;20498;Automatic;13872;Hybrid;140;72,4;2,0;toyota
120; Corolla;2019;15990;Manual;2336;Petrol;145;39,2;1,2;toyota
121; Corolla;2019;20488;Automatic;3892;Hybrid;140;58,9;1,8;toyota
122; Corolla;2019;20288;Manual;4886;Petrol;150;39,2;1,2;toyota
123; Corolla;2019;17995;Manual;9770;Petrol;145;39,2;1,2;toyota
124; Corolla;2019;16490;Manual;8599;Petrol;145;39,2;1,2;toyota
125; Corolla;2019;15990;Manual;5346;Petrol;145;39,2;1,2;toyota
126; Corolla;2019;18290;Manual;3250;Petrol;145;39,2;1,2;toyota
127; Corolla;2019;19998;Manual;4290;Petrol;150;39,2;1,2;toyota
128; Corolla;2019;23888;Automatic;3497;Hybrid;140;72,4;2,0;toyota
129; Corolla;2019;15990;Manual;6449;Petrol;145;39,2;1,2;toyota
130; Corolla;2020;27495;Automatic;998;Hybrid;135;53,3;2,0;toyota
131; Corolla;2019;23448;Automatic;3988;Hybrid;135;72,4;2,0;toyota
132; Corolla;2019;22990;Automatic;5268;Hybrid;135;72,4;2,0;toyota
133; Corolla;2019;18295;Manual;1110;Petrol;145;39,2;1,2;toyota
134; Corolla;2019;18995;Manual;1436;Petrol;145;39,2;1,2;toyota
135; Corolla;2019;21490;Automatic;9296;Hybrid;135;58,9;1,8;toyota
136; Corolla;2019;22790;Automatic;8322;Hybrid;135;72,4;2,0;toyota
137; Corolla;2019;17490;Manual;9000;Petrol;145;39,2;1,2;toyota
138; Corolla;2019;24388;Automatic;8000;Hybrid;135;72,4;2,0;toyota
139; Corolla;2020;25988;Automatic;10000;Hybrid;135;53,3;2,0;toyota
140; Corolla;2019;16490;Manual;8328;Petrol;145;39,2;1,2;toyota
141; Corolla;2019;21790;Automatic;10836;Hybrid;135;78,5;1,8;toyota
142; Corolla;2019;16490;Manual;4890;Petrol;145;39,2;1,2;toyota
143; Corolla;2019;24790;Automatic;5651;Hybrid;140;72,4;2,0;toyota
144; Corolla;2019;21490;Automatic;9735;Hybrid;135;78,5;1,8;toyota
145; Corolla;2019;18495;Manual;8514;Petrol;145;39,2;1,2;toyota
146; Corolla;2019;18495;Manual;4774;Petrol;145;39,2;1,2;toyota
147; Corolla;2019;24995;Automatic;7500;Hybrid;140;58,9;1,8;toyota
148; Corolla;2019;16995;Manual;3000;Petrol;145;39,2;1,2;toyota
149; Corolla;2019;22790;Automatic;12501;Hybrid;135;72,4;2,0;toyota
150; Corolla;2020;25990;Automatic;6124;Hybrid;135;53,3;2,0;toyota
151; Corolla;2019;21490;Automatic;10124;Hybrid;135;85,6;1,8;toyota
152; Corolla;2019;21490;Automatic;9107;Hybrid;135;72,4;2,0;toyota
153; Corolla;2019;23698;Automatic;2535;Hybrid;135;72,4;2,0;toyota
154; Corolla;2020;22990;Automatic;2797;Hybrid;135;62,8;1,8;toyota
155; Corolla;2020;26490;Automatic;1879;Hybrid;135;53,3;2,0;toyota
156; Corolla;2020;25490;Automatic;1697;Hybrid;135;56,5;1,8;toyota
157; Corolla;2019;22990;Automatic;13410;Hybrid;135;72,4;2,0;toyota
158; Corolla;2019;19990;Manual;4332;Petrol;150;39,2;1,2;toyota
159; Corolla;2019;20990;Manual;8503;Petrol;150;39,2;1,2;toyota
160; Corolla;2019;17890;Manual;3695;Petrol;150;39,2;1,2;toyota
161; Corolla;2019;18995;Manual;2579;Petrol;145;39,2;1,2;toyota
162; Corolla;2019;17990;Manual;6057;Petrol;145;39,2;1,2;toyota
163; Corolla;2019;18690;Manual;2907;Petrol;145;39,2;1,2;toyota
164; Corolla;2019;16990;Manual;7134;Petrol;145;39,2;1,2;toyota
165; Corolla;2019;16990;Manual;25;Petrol;145;39,2;1,2;toyota
166; Corolla;2019;22727;Automatic;4451;Hybrid;135;72,4;2,0;toyota
167; Corolla;2019;20995;Automatic;5668;Hybrid;135;72,4;2,0;toyota
168; Corolla;2019;20995;Automatic;5250;Hybrid;135;85,6;1,8;toyota
169; Corolla;2019;22290;Automatic;4633;Hybrid;140;78,5;1,8;toyota
170; Corolla;2019;16490;Manual;9625;Petrol;145;39,2;1,2;toyota
171; Corolla;2019;19790;Automatic;5804;Hybrid;135;85,6;1,8;toyota
172; Corolla;2019;15790;Manual;10000;Petrol;145;39,2;1,2;toyota
173; Corolla;2019;17480;Manual;9999;Petrol;145;39,2;1,2;toyota
174; Corolla;2020;24980;Automatic;5000;Hybrid;135;57,7;1,8;toyota
175; Corolla;2019;18990;Manual;3860;Petrol;145;39,2;1,2;toyota
176; Corolla;2019;21495;Automatic;9004;Hybrid;135;85,6;1,8;toyota
177; Corolla;2019;17960;Manual;4500;Petrol;145;39,2;1,2;toyota
178; Corolla;2019;17960;Manual;4500;Petrol;145;39,2;1,2;toyota
179; Corolla;2019;23995;Automatic;5784;Hybrid;135;72,4;2,0;toyota
180; Corolla;2019;17995;Manual;6551;Petrol;145;39,2;1,2;toyota
181; Corolla;2019;24795;Automatic;6770;Hybrid;135;72,4;2,0;toyota
182; Corolla;2019;18995;Manual;500;Petrol;145;39,2;1,2;toyota
183; Corolla;2019;19995;Manual;500;Petrol;145;39,2;1,2;toyota
184; Corolla;2019;22595;Automatic;10500;Hybrid;135;72,4;2,0;toyota
185; Corolla;2019;25595;Automatic;1215;Hybrid;135;78,5;1,8;toyota
186; Corolla;2019;23445;Automatic;5558;Hybrid;135;78,5;1,8;toyota
187; Corolla;2019;23395;Automatic;6125;Hybrid;135;78,5;1,8;toyota
188; Corolla;2019;23445;Automatic;2620;Hybrid;135;78,5;1,8;toyota
189; Corolla;2019;24998;Automatic;2474;Hybrid;140;72,4;2,0;toyota
190; Corolla;2019;23498;Automatic;6513;Hybrid;140;78,5;1,8;toyota
191; Corolla;2019;23995;Automatic;6989;Hybrid;135;72,4;2,0;toyota
192; Corolla;2019;22995;Automatic;11000;Hybrid;140;72,4;2,0;toyota
193; Corolla;2019;22995;Automatic;3754;Hybrid;135;78,5;1,8;toyota
194; Corolla;2020;28815;Automatic;987;Hybrid;140;53,3;2,0;toyota
195; Corolla;2019;19995;Automatic;11293;Hybrid;135;85,6;1,8;toyota
196; Corolla;2019;19995;Automatic;5674;Hybrid;140;85,6;1,8;toyota
197; Corolla;2019;23995;Automatic;9250;Hybrid;135;72,4;2,0;toyota
198; Corolla;2019;23495;Manual;5600;Petrol;145;39,2;1,2;toyota
199; Corolla;2020;27995;Automatic;2500;Hybrid;135;53,3;2,0;toyota
200; Corolla;2019;21000;Automatic;11449;Hybrid;140;78,5;1,8;toyota
201; Corolla;2020;28000;Automatic;10;Hybrid;140;56,5;1,8;toyota
202; Corolla;2019;17999;Manual;3510;Petrol;145;39,2;1,2;toyota
203; Corolla;2019;20497;Automatic;4412;Hybrid;135;78,5;1,8;toyota
204; Corolla;2019;23500;Automatic;10016;Hybrid;135;78,5;1,8;toyota
205; Corolla;2019;21665;Automatic;11051;Hybrid;135;85,6;1,8;toyota
206; Corolla;2019;21280;Manual;5102;Petrol;145;39,2;1,2;toyota
207; Corolla;2019;24960;Automatic;2535;Hybrid;135;72,4;2,0;toyota
208; Corolla;2019;19540;Manual;8970;Petrol;145;39,2;1,2;toyota
209; Corolla;2019;20110;Automatic;5922;Hybrid;135;85,6;1,8;toyota
210; Corolla;2019;23060;Automatic;15631;Hybrid;135;72,4;2,0;toyota
211; Corolla;2020;26991;Automatic;3636;Hybrid;140;53,3;2,0;toyota
212; Corolla;2019;22900;Automatic;5910;Hybrid;135;85,6;1,8;toyota
213; Corolla;2019;24025;Automatic;8812;Hybrid;135;78,5;1,8;toyota
214; Corolla;2019;26495;Automatic;1000;Hybrid;135;72,4;2,0;toyota
215; Corolla;2019;27795;Automatic;1000;Hybrid;135;72,4;2,0;toyota
216; Corolla;2019;22999;Automatic;4113;Hybrid;135;85,6;1,8;toyota
217; Corolla;2019;21999;Automatic;8171;Hybrid;135;78,5;1,8;toyota
218; Corolla;2019;19990;Manual;3422;Petrol;145;39,2;1,2;toyota
219; Corolla;2019;19900;Manual;6522;Petrol;145;39,2;1,2;toyota
220; Corolla;2019;22000;Automatic;11478;Hybrid;135;78,5;1,8;toyota
221; Corolla;2019;19290;Manual;10011;Petrol;150;39,2;1,2;toyota
222; Corolla;2019;19995;Manual;7777;Petrol;145;39,2;1,2;toyota
223; Corolla;2019;23888;Automatic;14417;Hybrid;140;72,4;2,0;toyota
224; Corolla;2019;22495;Automatic;2034;Hybrid;140;78,5;1,8;toyota
225; Corolla;2020;28495;Automatic;2141;Hybrid;140;56,5;1,8;toyota
226; Corolla;2019;25195;Automatic;3998;Hybrid;135;72,4;2,0;toyota
227; Corolla;2019;21495;Automatic;10420;Hybrid;140;85,6;1,8;toyota
228; Corolla;2019;21790;Automatic;10120;Hybrid;140;78,5;1,8;toyota
229; Corolla;2020;24995;Automatic;3989;Hybrid;135;57,7;1,8;toyota
230; Corolla;2020;22995;Automatic;636;Hybrid;135;62,8;1,8;toyota
231; Corolla;2019;26995;Automatic;3000;Hybrid;140;72,4;2,0;toyota
232; Corolla;2019;21995;Automatic;9333;Hybrid;135;78,5;1,8;toyota
233; Corolla;2019;17495;Manual;999;Petrol;145;39,2;1,2;toyota
234; Corolla;2019;22050;Automatic;12000;Hybrid;135;72,4;2,0;toyota
235; Corolla;2020;28795;Automatic;1544;Hybrid;135;53,3;2,0;toyota
236; Corolla;2020;20692;Manual;7345;Petrol;145;39,2;1,2;toyota
237; Corolla;2019;21495;Automatic;20657;Hybrid;140;85,6;1,8;toyota
238; Corolla;2019;22514;Automatic;8309;Hybrid;135;78,5;1,8;toyota
239; Corolla;2020;29450;Automatic;943;Hybrid;135;53,3;2,0;toyota
240; Corolla;2020;26950;Automatic;3168;Hybrid;135;53,3;2,0;toyota
241; Corolla;2020;24995;Automatic;2136;Hybrid;135;56,5;1,8;toyota
242; Corolla;2019;23000;Automatic;6158;Hybrid;140;72,4;2,0;toyota
243; Corolla;2019;20689;Automatic;7963;Hybrid;135;85,6;1,8;toyota
244; Corolla;2019;19219;Manual;384;Petrol;145;39,2;1,2;toyota
245; Corolla;2019;21991;Automatic;5000;Hybrid;135;78,5;1,8;toyota
246; Corolla;2019;22980;Automatic;3459;Hybrid;135;72,4;2,0;toyota
247; Corolla;2019;15291;Manual;7317;Petrol;145;39,2;1,2;toyota
248; Corolla;2019;22780;Automatic;9980;Hybrid;135;72,4;2,0;toyota
249; Corolla;2020;19495;Manual;4568;Petrol;150;39,2;1,2;toyota
250; Corolla;2019;18991;Automatic;7000;Hybrid;135;85,6;1,8;toyota
251; Corolla;2019;19291;Automatic;13998;Hybrid;135;85,6;1,8;toyota
252; Corolla;2019;23505;Automatic;9264;Hybrid;135;78,5;1,8;toyota
253; Corolla;2019;17865;Manual;17197;Petrol;145;39,2;1,2;toyota
254; Corolla;2019;20499;Automatic;4942;Hybrid;135;85,6;1,8;toyota
255; Corolla;2020;27893;Automatic;3390;Hybrid;135;72,4;2,0;toyota
256; Corolla;2019;22226;Automatic;9264;Hybrid;135;78,5;1,8;toyota
257; Corolla;2019;16821;Manual;6329;Petrol;145;39,2;1,2;toyota
258; Corolla;2020;25998;Automatic;5000;Hybrid;140;53,3;2,0;toyota
259; Corolla;2003;1495;Manual;89000;Petrol;235;39,2;1,6;toyota
260; Corolla;2019;20995;Automatic;6834;Hybrid;135;72,4;2,0;toyota
261; Corolla;2019;17989;Manual;151;Petrol;145;39,2;1,2;toyota
262; Corolla;2019;26999;Automatic;6500;Hybrid;140;72,4;2,0;toyota
263; Corolla;2004;1250;Manual;111000;Petrol;260;37,2;1,8;toyota
264; Corolla;2019;16495;Manual;5517;Petrol;145;39,2;1,2;toyota
265; Corolla;2019;17995;Manual;3792;Petrol;145;39,2;1,2;toyota
266; Corolla;2019;16495;Manual;5139;Petrol;145;39,2;1,2;toyota
267; Corolla;2019;23995;Automatic;42;Hybrid;135;57,7;1,8;toyota
268; Corolla;2020;25995;Automatic;100;Hybrid;135;53,3;2,0;toyota
269; Corolla;2019;22250;Automatic;10932;Hybrid;135;78,5;1,8;toyota
270; Corolla;2019;19995;Automatic;14198;Hybrid;135;85,6;1,8;toyota
271; Corolla;2019;22485;Automatic;9111;Hybrid;140;78,5;1,8;toyota
272; Corolla;2019;20985;Automatic;5372;Hybrid;135;85,6;1,8;toyota
273; Corolla;2019;21999;Automatic;17095;Hybrid;140;72,4;2,0;toyota
274; Corolla;2019;17999;Manual;20;Petrol;145;39,2;1,2;toyota
275; Corolla;2019;17499;Manual;20;Petrol;145;39,2;1,2;toyota
276; Corolla;2019;16299;Manual;18020;Petrol;145;39,2;1,2;toyota
277; Corolla;2019;21450;Automatic;9244;Hybrid;140;85,6;1,8;toyota
278; Corolla;2019;20499;Automatic;10436;Hybrid;135;78,5;1,8;toyota
279; Corolla;2019;16491;Manual;15;Petrol;145;39,2;1,2;toyota
280; Corolla;2019;21450;Automatic;7899;Hybrid;135;85,6;1,8;toyota
281; Corolla;2019;21450;Automatic;8908;Hybrid;135;78,5;1,8;toyota
282; Corolla;2003;2195;Automatic;102000;Petrol;300;34,5;1,8;toyota
283; Corolla;2019;21995;Automatic;4800;Hybrid;135;85,6;1,8;toyota
284; Corolla;2019;22691;Automatic;3698;Hybrid;135;72,4;2,0;toyota
285; Corolla;2019;15991;Manual;10;Petrol;145;39,2;1,2;toyota
286; Corolla;2019;15991;Manual;10;Petrol;145;39,2;1,2;toyota
287; Corolla;2019;23490;Automatic;8239;Hybrid;135;78,5;1,8;toyota
288; Corolla;2019;25495;Automatic;9317;Hybrid;135;85,6;1,8;toyota
289; Corolla;2001;899;Automatic;76000;Petrol;300;35,3;1,6;toyota
290; Corolla;2019;17790;Manual;15;Petrol;145;39,2;1,2;toyota
291; Corolla;2019;17990;Manual;10;Petrol;145;39,2;1,2;toyota
292; Corolla;2019;16990;Manual;10;Petrol;145;39,2;1,2;toyota
293; Corolla;2008;4295;Manual;76300;Petrol;260;36,7;1,8;toyota
294; Corolla;2019;19795;Automatic;7841;Hybrid;135;78,5;1,8;toyota
295; Corolla;2019;23395;Automatic;10513;Hybrid;140;85,6;1,8;toyota
296; Corolla;2019;18700;Manual;6597;Petrol;145;39,2;1,2;toyota
297; Corolla;2019;22700;Automatic;6289;Hybrid;135;78,5;1,8;toyota
298; Corolla;2019;16790;Manual;97;Petrol;145;39,2;1,2;toyota
299; Corolla;2019;23700;Automatic;3628;Hybrid;135;72,4;2,0;toyota
300; Corolla;2020;26700;Automatic;3675;Hybrid;135;53,3;2,0;toyota
301; Corolla;2019;23650;Automatic;8087;Hybrid;135;72,4;2,0;toyota
302; Corolla;2019;21990;Automatic;12000;Hybrid;135;78,5;1,8;toyota
303; Corolla;2020;19790;Manual;3000;Petrol;145;39,2;1,2;toyota
304; Corolla;2019;20450;Automatic;8000;Hybrid;135;85,6;1,8;toyota
305; Corolla;2019;16200;Manual;3837;Petrol;145;39,2;1,2;toyota
306; Corolla;2019;21491;Automatic;3993;Hybrid;135;85,6;1,8;toyota
307; Corolla;2020;25990;Automatic;1112;Other;135;53,3;2,0;toyota
308; Corolla;2019;21850;Automatic;9300;Hybrid;135;58,9;1,8;toyota
309; Corolla;2020;23550;Automatic;3000;Hybrid;135;58,9;1,8;toyota
310; Corolla;2019;21991;Automatic;13000;Hybrid;135;78,5;1,8;toyota
311; Corolla;2019;22850;Automatic;9000;Hybrid;135;78,5;1,8;toyota
312; Corolla;2019;19990;Automatic;9968;Hybrid;135;85,6;1,8;toyota
313; Corolla;2019;19990;Automatic;10175;Hybrid;135;85,6;1,8;toyota
314; Corolla;2019;25650;Automatic;4000;Hybrid;135;72,4;2,0;toyota
315; Corolla;2019;21350;Automatic;15481;Hybrid;135;78,5;1,8;toyota
316; Corolla;2019;22990;Automatic;7000;Hybrid;135;78,5;1,8;toyota
317; Corolla;2019;22990;Automatic;6000;Hybrid;135;78,5;1,8;toyota
318; Corolla;2019;23650;Automatic;7000;Hybrid;135;85,6;1,8;toyota
319; Corolla;2019;21990;Automatic;10055;Hybrid;135;78,5;1,8;toyota
320; Corolla;2020;18990;Manual;3000;Petrol;145;39,2;1,2;toyota
321; Corolla;2019;21500;Automatic;6610;Hybrid;135;85,6;1,8;toyota
322; Corolla;2019;21690;Automatic;9823;Hybrid;135;78,5;1,8;toyota
323; Corolla;2019;22750;Automatic;9000;Hybrid;135;72,4;2,0;toyota
324; Corolla;2019;22250;Automatic;8563;Hybrid;135;78,5;1,8;toyota
325; Corolla;2019;24495;Automatic;2165;Hybrid;135;72,4;2,0;toyota
326; Corolla;2019;24295;Automatic;6568;Hybrid;135;72,4;2,0;toyota
327; Corolla;2019;22000;Automatic;7575;Hybrid;135;78,5;1,8;toyota
328; Corolla;2019;16500;Manual;6170;Petrol;145;39,2;1,2;toyota
329; Corolla;2019;23500;Automatic;6033;Hybrid;135;78,5;1,8;toyota
330; Corolla;2007;2795;Manual;71248;Petrol;260;36,7;1,8;toyota
331; Corolla;2005;2495;Manual;88150;Diesel;125;58,9;1,4;toyota
332; Corolla;2005;3495;Manual;77500;Petrol;235;40,4;1,6;toyota
333; Corolla;2004;2095;Manual;96000;Petrol;260;36,7;1,8;toyota
334; Corolla;2019;23250;Automatic;3568;Hybrid;140;72,4;2,0;toyota
335; Corolla;2019;21494;Automatic;7792;Hybrid;135;78,5;1,8;toyota
336; Corolla;2019;21249;Automatic;10353;Hybrid;135;85,6;1,8;toyota
337; Corolla;2019;21250;Automatic;7125;Hybrid;135;85,6;1,8;toyota
338; Corolla;2019;21995;Automatic;8661;Hybrid;135;78,5;1,8;toyota
339; Corolla;2019;22995;Automatic;4319;Hybrid;140;85,6;1,8;toyota
340; RAV4;2019;30500;Automatic;13326;Other;140;51,1;2,5;toyota
341; RAV4;2017;20000;Automatic;30379;Hybrid;20;57,6;2,5;toyota
342; RAV4;2017;16500;Manual;25271;Diesel;125;60,1;2,0;toyota
343; RAV4;2016;15995;Manual;11291;Diesel;125;60,1;2,0;toyota
344; RAV4;2015;13500;Manual;45757;Diesel;125;57,6;2,0;toyota
345; RAV4;2017;22480;Automatic;25170;Hybrid;135;55,4;2,5;toyota
346; RAV4;2015;13698;Automatic;43830;Diesel;260;42,2;2,2;toyota
347; RAV4;2016;17998;Automatic;58377;Hybrid;20;55,4;2,5;toyota
348; RAV4;2016;14998;Manual;40054;Diesel;125;60,1;2,0;toyota
