;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
82; C Class;2007;3790;Automatic;99000;Petrol;555;28,8;2,5;mercedes
83; C Class;2007;3890;Automatic;87000;Petrol;325;32,5;1,8;mercedes
84; CL Class;2015;17863;Semi-Auto;14360;Diesel;20;62,8;2,1;mercedes
85; GLA Class;2015;17624;Automatic;29505;Diesel;125;55,4;2,1;mercedes
86; A Class;2018;18220;Automatic;10361;Diesel;145;68,9;1,5;mercedes
87; SL CLASS;2017;18775;Automatic;19522;Diesel;30;70,6;2,1;mercedes
88; SL CLASS;2017;20745;Automatic;23103;Diesel;30;70,6;2,1;mercedes
89; A Class;2019;18118;Automatic;15561;Diesel;145;68,9;1,5;mercedes
90; A Class;2019;17990;Automatic;14783;Diesel;145;65,7;1,5;mercedes
91; SL CLASS;2019;28491;Semi-Auto;9477;Petrol;145;47,1;2,0;mercedes
92; A Class;2018;18888;Automatic;11565;Diesel;145;67,3;1,5;mercedes
93; A Class;2019;19840;Automatic;6781;Petrol;145;28,5;1,3;mercedes
94; A Class;2019;18241;Automatic;15722;Diesel;145;65,7;1,5;mercedes
95; A Class;2019;18141;Automatic;15689;Diesel;145;65,7;1,5;mercedes
96; GLS Class;2016;37385;Automatic;21169;Diesel;305;37,2;3,0;mercedes
97; CLS Class;2017;26166;Automatic;9165;Diesel;150;51,4;3,0;mercedes
98; B Class;2019;24616;Automatic;3710;Diesel;145;55,4;2,0;mercedes
99; C Class;2019;30403;Automatic;3000;Petrol;145;46,3;1,5;mercedes
100; SL CLASS;2019;30670;Automatic;3000;Petrol;145;47,1;2,0;mercedes
101; C Class;2020;30960;Automatic;3000;Diesel;145;64,2;2,0;mercedes
102; A Class;2020;24107;Automatic;3500;Diesel;145;62,8;1,5;mercedes
103; C Class;2019;24510;Automatic;11368;Diesel;145;58,9;1,6;mercedes
104; GL Class;2016;35371;Automatic;14253;Diesel;325;36,2;3,0;mercedes
105; GLC Class;2019;33729;Automatic;11301;Diesel;145;56,5;2,1;mercedes
106; C Class;2019;29623;Automatic;7500;Diesel;145;64,2;2,0;mercedes
107; C Class;2019;27964;Automatic;5617;Diesel;145;57,7;2,0;mercedes
108; B Class;2019;21394;Automatic;9573;Petrol;145;45,6;1,3;mercedes
109; B Class;2019;20882;Automatic;14257;Petrol;145;45,6;1,3;mercedes
110; CLS Class;2019;37352;Automatic;3000;Diesel;150;45,6;2,0;mercedes
111; C Class;2018;18051;Automatic;11319;Diesel;145;65,7;1,6;mercedes
112; C Class;2019;24433;Automatic;2326;Petrol;145;46,3;1,5;mercedes
113; GLC Class;2019;37116;Automatic;6250;Diesel;145;40,9;2,0;mercedes
114; GLA Class;2019;22375;Automatic;13850;Diesel;145;67,3;2,1;mercedes
115; C Class;2019;24915;Automatic;13101;Diesel;145;61,4;2,0;mercedes
116; E Class;2019;29991;Automatic;10356;Diesel;145;70,6;2,0;mercedes
117; A Class;2019;22596;Automatic;5382;Diesel;145;62,8;1,5;mercedes
118; A Class;2019;22730;Automatic;1521;Diesel;145;56,5;2,0;mercedes
119; C Class;2019;26154;Automatic;14696;Diesel;145;56,5;2,0;mercedes
120; E Class;2020;35438;Automatic;3500;Diesel;145;42,8;2,0;mercedes
121; C Class;2019;27980;Automatic;3168;Diesel;145;55,4;2,0;mercedes
122; C Class;2019;28250;Automatic;3477;Diesel;145;61,4;2,0;mercedes
123; B Class;2019;23280;Automatic;6441;Petrol;145;44,1;1,3;mercedes
124; C Class;2017;15700;Automatic;19023;Diesel;145;65,7;2,1;mercedes
125; CLA Class;2017;18790;Automatic;8423;Diesel;150;67,3;2,1;mercedes
126; GLE Class;2020;54995;Automatic;6700;Diesel;150;32,8;3,0;mercedes
127; A Class;2018;20450;Automatic;6511;Diesel;150;65,7;1,5;mercedes
128; A Class;2014;11980;Automatic;66690;Diesel;20;64,2;2,1;mercedes
129; C Class;2017;19890;Automatic;26878;Petrol;150;48,7;2,0;mercedes
130; GLA Class;2018;20350;Automatic;24556;Diesel;145;56,5;2,1;mercedes
131; E Class;2017;22890;Automatic;34934;Diesel;150;61,4;2,0;mercedes
132; A Class;2017;18890;Automatic;7875;Petrol;150;53,3;1,6;mercedes
133; B Class;2017;15480;Automatic;23290;Diesel;20;68,9;2,1;mercedes
134; E Class;2016;16480;Automatic;48889;Diesel;125;58,9;2,1;mercedes
135; CLA Class;2017;20480;Automatic;31949;Diesel;150;58,9;2,1;mercedes
136; GLC Class;2016;25780;Automatic;34358;Diesel;125;56,5;2,1;mercedes
137; C Class;2017;21000;Automatic;25000;Hybrid;140;134,5;2,0;mercedes
138; GLA Class;2016;17800;Automatic;34092;Diesel;125;56,6;2,1;mercedes
139; B Class;2019;20700;Automatic;14931;Petrol;145;45,6;1,3;mercedes
140; C Class;2016;17890;Automatic;44184;Petrol;125;50,4;2,0;mercedes
141; C Class;2009;4200;Automatic;96000;Diesel;235;42,2;2,1;mercedes
142; E Class;2017;20998;Semi-Auto;21352;Diesel;20;72,4;2,0;mercedes
143; GLA Class;2015;18998;Semi-Auto;33114;Diesel;125;56,5;2,1;mercedes
144; C Class;2017;24998;Semi-Auto;28234;Petrol;160;43,5;2,0;mercedes
145; CL Class;2015;17498;Manual;15557;Petrol;125;50,4;1,6;mercedes
146; C Class;2016;19498;Semi-Auto;22803;Diesel;30;61,4;2,1;mercedes
147; C Class;2018;23498;Semi-Auto;17093;Diesel;145;67,3;2,1;mercedes
148; E Class;2014;15998;Semi-Auto;43125;Diesel;200;45,6;3,0;mercedes
149; S Class;2016;28498;Semi-Auto;30135;Diesel;200;47,9;3,0;mercedes
150; CL Class;2015;16498;Manual;25920;Petrol;125;51,4;1,6;mercedes
151; GLC Class;2020;37998;Semi-Auto;5538;Diesel;150;40,9;2,0;mercedes
152; C Class;2014;16995;Automatic;37600;Diesel;30;64,2;2,1;mercedes
153; A Class;2016;27995;Automatic;13000;Petrol;200;40,9;2,0;mercedes
154; S Class;2015;29995;Automatic;17700;Diesel;200;48,7;3,0;mercedes
155; GLC Class;2017;26995;Semi-Auto;37950;Diesel;145;56,5;2,1;mercedes
156; C Class;2017;24995;Automatic;14000;Petrol;145;47,1;2,0;mercedes
157; GLE Class;2016;29995;Automatic;27700;Diesel;200;47,9;2,1;mercedes
158; A Class;2019;18995;Semi-Auto;21400;Petrol;145;53,3;1,3;mercedes
159; B Class;2015;11995;Semi-Auto;41500;Diesel;20;67,3;1,5;mercedes
160; G Class;2015;52995;Semi-Auto;34400;Diesel;570;25,2;3,0;mercedes
161; E Class;2017;23995;Semi-Auto;19300;Diesel;30;65,7;2,0;mercedes
162; E Class;2015;17698;Semi-Auto;27622;Diesel;145;54,3;3,0;mercedes
163; CLS Class;2014;15998;Semi-Auto;31815;Diesel;145;54,3;2,1;mercedes
164; E Class;2016;20298;Semi-Auto;25273;Diesel;145;54,3;3,0;mercedes
165; C Class;2014;12998;Semi-Auto;52712;Diesel;20;64,2;2,1;mercedes
166; A Class;2013;11998;Semi-Auto;54060;Diesel;30;64,2;2,1;mercedes
167; C Class;2017;17998;Semi-Auto;59858;Diesel;145;64,2;2,1;mercedes
168; GLA Class;2016;16998;Semi-Auto;50543;Diesel;125;56,5;2,1;mercedes
169; S Class;2019;48998;Semi-Auto;375;Diesel;145;52,3;3,0;mercedes
170; C Class;2019;28998;Manual;22;Petrol;145;48,7;1,6;mercedes
171; E Class;2019;46998;Semi-Auto;3325;Petrol;145;32,5;3,0;mercedes
172; A Class;2017;17498;Semi-Auto;16244;Diesel;145;74,3;1,5;mercedes
173; S Class;2016;26498;Semi-Auto;36121;Diesel;200;47,9;3,0;mercedes
174; B Class;2013;8998;Semi-Auto;46108;Diesel;30;64,2;1,8;mercedes
175; GLA Class;2016;19498;Semi-Auto;27846;Diesel;125;56,5;2,1;mercedes
176; E Class;2017;20498;Semi-Auto;20195;Diesel;20;72,4;2,0;mercedes
177; C Class;2018;22998;Semi-Auto;18739;Diesel;150;60,1;2,1;mercedes
178; C Class;2016;12998;Manual;53453;Diesel;20;70,6;2,1;mercedes
179; C Class;2016;22998;Semi-Auto;23090;Diesel;30;65,7;2,1;mercedes
180; S Class;2015;27998;Semi-Auto;14158;Diesel;200;47,9;3,0;mercedes
181; S Class;2015;26498;Semi-Auto;27343;Diesel;200;48,7;3,0;mercedes
182; V Class;2017;27998;Semi-Auto;58590;Diesel;235;44,8;2,2;mercedes
183; E Class;2019;36998;Semi-Auto;5211;Diesel;145;70,6;2,0;mercedes
184; GLC Class;2017;26998;Semi-Auto;9172;Diesel;145;56,5;2,1;mercedes
185; E Class;2015;19498;Semi-Auto;26999;Diesel;160;51,4;3,0;mercedes
186; C Class;2019;25498;Semi-Auto;8150;Diesel;145;60,1;1,6;mercedes
187; E Class;2019;28998;Semi-Auto;26100;Diesel;145;65,7;2,0;mercedes
188; C Class;2019;24998;Semi-Auto;9344;Diesel;145;55,4;2,0;mercedes
189; GLA Class;2020;27998;Semi-Auto;3930;Petrol;150;35,8;1,6;mercedes
190; GLC Class;2019;35998;Semi-Auto;7540;Diesel;145;40,9;2,0;mercedes
191; GLC Class;2019;32998;Semi-Auto;12831;Diesel;145;44,8;2,0;mercedes
192; GLE Class;2016;24998;Semi-Auto;42913;Diesel;200;47,9;2,1;mercedes
193; C Class;2017;21498;Semi-Auto;20981;Diesel;30;64,2;2,1;mercedes
194; E Class;2017;20998;Semi-Auto;22930;Diesel;145;72,4;2,0;mercedes
195; S Class;2016;25498;Semi-Auto;44072;Diesel;200;47,9;3,0;mercedes
196; B Class;2015;13498;Semi-Auto;20789;Diesel;20;67,3;1,5;mercedes
197; A Class;2016;16998;Semi-Auto;29160;Diesel;20;67,3;2,1;mercedes
198; SL CLASS;2019;32998;Semi-Auto;2403;Petrol;145;47,1;2,0;mercedes
199; B Class;2019;21498;Manual;4653;Petrol;145;45,6;1,3;mercedes
200; E Class;2014;13998;Semi-Auto;33404;Diesel;125;58,9;2,1;mercedes
201; C Class;2017;18998;Semi-Auto;23760;Diesel;30;64,2;2,1;mercedes
202; C Class;2016;17998;Manual;26100;Diesel;20;68,9;2,1;mercedes
203; C Class;2019;28498;Semi-Auto;4285;Diesel;145;61,4;2,0;mercedes
204; C Class;2016;18998;Semi-Auto;28388;Diesel;30;64,2;1,6;mercedes
205; A Class;2019;19498;Semi-Auto;14899;Diesel;145;68,9;1,5;mercedes
206; C Class;2017;20998;Semi-Auto;16902;Diesel;145;60,1;2,1;mercedes
207; B Class;2019;20998;Semi-Auto;10713;Petrol;145;45,6;1,3;mercedes
208; M Class;2015;21498;Semi-Auto;43339;Diesel;200;39,2;2,1;mercedes
209; E Class;2017;19998;Semi-Auto;46230;Diesel;145;67,3;2,0;mercedes
210; SL CLASS;2017;19498;Semi-Auto;29114;Diesel;30;70,6;2,1;mercedes
211; E Class;2016;20498;Semi-Auto;37915;Diesel;160;51,4;3,0;mercedes
212; SL CLASS;2017;22498;Semi-Auto;11534;Diesel;145;70,6;2,1;mercedes
213; SL CLASS;2017;20998;Semi-Auto;18739;Diesel;145;70,6;2,1;mercedes
214; E Class;2017;20998;Semi-Auto;27671;Diesel;145;72,4;2,0;mercedes
215; A Class;2015;18998;Semi-Auto;23247;Petrol;200;42,8;2,0;mercedes
216; C Class;2018;27498;Semi-Auto;9255;Diesel;145;57,7;2,0;mercedes
217; C Class;2016;16998;Semi-Auto;26973;Diesel;30;65,7;1,6;mercedes
218; E Class;2017;22998;Semi-Auto;16910;Diesel;145;65,7;2,0;mercedes
219; S Class;2015;24498;Semi-Auto;28191;Diesel;200;47,9;3,0;mercedes
220; C Class;2018;27498;Semi-Auto;12491;Diesel;145;65,7;2,1;mercedes
221; A Class;2015;16998;Semi-Auto;39587;Petrol;200;42,8;2,0;mercedes
222; GLA Class;2015;17998;Semi-Auto;42942;Petrol;200;42,8;2,0;mercedes
223; GLC Class;2016;23498;Semi-Auto;46259;Diesel;125;56,5;2,1;mercedes
224; A Class;2017;18298;Semi-Auto;7919;Diesel;145;68,9;2,1;mercedes
225; A Class;2019;22998;Semi-Auto;3770;Petrol;150;53,3;1,3;mercedes
226; C Class;2014;26998;Semi-Auto;24175;Petrol;570;23,5;6,2;mercedes
227; V Class;2018;19998;Manual;14941;Diesel;145;46,3;2,1;mercedes
228; V Class;2018;19498;Manual;21525;Diesel;145;46,3;2,1;mercedes
229; C Class;2014;15998;Semi-Auto;26216;Diesel;30;64,2;2,1;mercedes
230; C Class;2013;9298;Semi-Auto;80485;Diesel;145;54,3;2,1;mercedes
231; CL Class;2014;17298;Semi-Auto;33274;Diesel;30;62,8;2,1;mercedes
232; C Class;2018;20489;Semi-Auto;16900;Diesel;145;61,4;2,1;mercedes
233; M Class;2013;15990;Automatic;51800;Diesel;200;44,8;2,1;mercedes
234; A Class;2013;9995;Semi-Auto;47000;Diesel;20;68,9;1,8;mercedes
235; GL Class;2014;24498;Automatic;67833;Diesel;325;35,3;3,0;mercedes
236; V Class;2016;26490;Semi-Auto;32494;Diesel;200;45,6;2,2;mercedes
237; A Class;2018;22990;Semi-Auto;5491;Petrol;145;45,6;2,0;mercedes
238; A Class;2018;19995;Semi-Auto;2348;Petrol;145;53,3;1,3;mercedes
239; GLA Class;2017;17850;Manual;18692;Petrol;145;48,7;1,6;mercedes
240; A Class;2016;15000;Manual;30761;Diesel;30;62,8;2,1;mercedes
241; C Class;2017;13800;Manual;34015;Diesel;145;70,6;2,1;mercedes
242; V Class;2018;20498;Manual;22011;Diesel;145;46,3;2,1;mercedes
243; C Class;2014;15498;Semi-Auto;36243;Diesel;30;64,2;2,1;mercedes
244; A Class;2019;18995;Semi-Auto;3150;Diesel;145;65,7;1,5;mercedes
245; C Class;2017;20995;Semi-Auto;33000;Diesel;145;58,9;2,1;mercedes
246; C Class;2018;31995;Semi-Auto;11300;Petrol;150;36,2;3,0;mercedes
247; A Class;2017;16995;Semi-Auto;25800;Diesel;150;68,9;2,1;mercedes
248; CL Class;2015;17995;Automatic;41100;Diesel;20;67,3;2,1;mercedes
249; GLC Class;2016;28995;Semi-Auto;31600;Diesel;145;56,5;2,1;mercedes
250; V Class;2018;35995;Automatic;7000;Diesel;145;45,6;2,2;mercedes
251; C Class;2017;23995;Semi-Auto;32800;Diesel;30;65,7;2,1;mercedes
252; GLA Class;2015;16998;Semi-Auto;42129;Diesel;125;56,5;2,1;mercedes
253; GLC Class;2016;21998;Semi-Auto;49986;Diesel;125;56,5;2,1;mercedes
254; GLA Class;2017;30498;Semi-Auto;20085;Petrol;145;38,2;2,0;mercedes
255; C Class;2019;27698;Semi-Auto;14999;Diesel;145;55,4;2,0;mercedes
256; C Class;2016;27498;Semi-Auto;37941;Petrol;260;35,8;3,0;mercedes
257; C Class;2019;32498;Semi-Auto;11301;Diesel;145;61,4;2,0;mercedes
258; GLE Class;2019;54498;Semi-Auto;6279;Diesel;145;32,8;3,0;mercedes
259; GL Class;2016;34998;Semi-Auto;32726;Diesel;325;36,2;3,0;mercedes
260; GLC Class;2016;28998;Semi-Auto;16742;Diesel;145;56,5;2,1;mercedes
261; C Class;2019;24498;Semi-Auto;12629;Diesel;145;61,4;2,1;mercedes
262; SL CLASS;2017;20998;Semi-Auto;13526;Petrol;145;47,9;2,0;mercedes
263; E Class;2015;19698;Semi-Auto;23578;Diesel;150;54,3;3,0;mercedes
264; A Class;2018;23498;Semi-Auto;5189;Petrol;150;53,3;1,3;mercedes
265; A Class;2019;21498;Semi-Auto;6324;Diesel;145;65,7;1,5;mercedes
266; A Class;2019;21498;Semi-Auto;5685;Diesel;145;65,7;1,5;mercedes
267; SL CLASS;2019;64998;Semi-Auto;313;Petrol;145;31,4;4,7;mercedes
268; E Class;2015;19498;Semi-Auto;17167;Diesel;145;54,3;3,0;mercedes
269; C Class;2015;12298;Semi-Auto;68718;Petrol;125;53,3;2,0;mercedes
270; SL CLASS;2017;21998;Semi-Auto;4657;Diesel;145;70,6;2,1;mercedes
271; GLE Class;2016;24998;Semi-Auto;30121;Diesel;205;47,9;2,1;mercedes
272; GLC Class;2017;29998;Semi-Auto;23326;Diesel;150;56,5;2,1;mercedes
273; E Class;2016;15635;Semi-Auto;30132;Diesel;30;64,2;2,1;mercedes
274; C Class;2018;20685;Semi-Auto;21929;Diesel;145;64,2;2,1;mercedes
275; E Class;2017;19498;Semi-Auto;33037;Diesel;150;72,4;2,0;mercedes
276; GLS Class;2018;46998;Semi-Auto;9182;Diesel;145;37,2;3,0;mercedes
277; C Class;2016;20498;Semi-Auto;27968;Diesel;125;60,1;2,1;mercedes
278; GLE Class;2017;30298;Semi-Auto;14786;Diesel;200;47,9;2,1;mercedes
279; E Class;2015;20298;Semi-Auto;28056;Diesel;160;51,4;3,0;mercedes
280; GLC Class;2017;37998;Semi-Auto;20418;Petrol;145;34,0;3,0;mercedes
281; GLE Class;2017;28998;Semi-Auto;31322;Diesel;145;42,8;3,0;mercedes
282; C Class;2014;15298;Semi-Auto;41416;Diesel;30;64,2;2,1;mercedes
283; GLC Class;2016;22998;Semi-Auto;30162;Diesel;125;56,5;2,1;mercedes
284; GLC Class;2018;31998;Semi-Auto;11605;Diesel;145;56,5;2,1;mercedes
285; E Class;2019;36998;Semi-Auto;629;Petrol;145;32,9;2,0;mercedes
286; GLA Class;2016;15998;Semi-Auto;52029;Diesel;125;56,5;2,1;mercedes
287; GLA Class;2015;18498;Semi-Auto;22888;Diesel;125;55,4;2,1;mercedes
288; GLC Class;2016;24998;Semi-Auto;30639;Diesel;125;56,5;2,1;mercedes
289; GLC Class;2018;33998;Semi-Auto;7220;Diesel;145;56,5;2,1;mercedes
290; C Class;2019;33998;Semi-Auto;3814;Petrol;145;44,1;1,5;mercedes
291; C Class;2019;32998;Semi-Auto;17;Petrol;145;46,3;1,5;mercedes
292; CLS Class;2016;21998;Semi-Auto;29306;Diesel;160;51,4;3,0;mercedes
293; GLE Class;2016;28698;Semi-Auto;22707;Diesel;200;47,9;2,1;mercedes
294; C Class;2018;19998;Semi-Auto;15383;Petrol;145;46,3;1,5;mercedes
295; CLS Class;2019;44498;Semi-Auto;5428;Diesel;145;47,9;2,9;mercedes
296; C Class;2015;13998;Manual;24010;Diesel;20;72,4;1,6;mercedes
297; GLE Class;2017;30498;Semi-Auto;19605;Diesel;260;42,8;3,0;mercedes
298; C Class;2019;24498;Semi-Auto;15838;Diesel;145;61,4;2,0;mercedes
299; SL CLASS;2016;18498;Semi-Auto;33502;Diesel;30;70,6;2,1;mercedes
300; A Class;2018;18998;Semi-Auto;12386;Diesel;145;68,9;1,5;mercedes
301; C Class;2016;16498;Semi-Auto;37080;Diesel;20;64,2;2,1;mercedes
302; GLC Class;2016;23998;Semi-Auto;42809;Diesel;125;56,5;2,1;mercedes
303; CL Class;2015;19498;Semi-Auto;20820;Diesel;20;67,3;2,1;mercedes
304; C Class;2016;15498;Semi-Auto;73582;Diesel;30;61,4;2,1;mercedes
305; E Class;2017;19498;Semi-Auto;47007;Diesel;30;65,7;2,0;mercedes
306; CLS Class;2019;39998;Semi-Auto;926;Diesel;145;45,6;2,0;mercedes
307; E Class;2019;38998;Semi-Auto;378;Diesel;145;57,7;2,0;mercedes
308; SL CLASS;2019;32998;Semi-Auto;17;Petrol;145;47,1;2,0;mercedes
309; GLC Class;2019;34998;Semi-Auto;423;Diesel;145;56,5;2,1;mercedes
310; A Class;2019;20998;Semi-Auto;9651;Diesel;145;56,5;2,0;mercedes
311; S Class;2015;27498;Semi-Auto;35236;Diesel;200;47,9;3,0;mercedes
312; SL CLASS;2017;20298;Semi-Auto;20055;Diesel;30;70,6;2,1;mercedes
313; A Class;2018;21998;Semi-Auto;15450;Petrol;150;53,3;1,3;mercedes
314; A Class;2019;21998;Semi-Auto;19324;Petrol;150;53,3;1,3;mercedes
315; A Class;2016;21998;Semi-Auto;17171;Petrol;165;45,6;2,0;mercedes
316; E Class;2016;19498;Semi-Auto;33249;Diesel;145;54,3;3,0;mercedes
317; E Class;2016;18998;Semi-Auto;23951;Diesel;125;58,9;2,1;mercedes
318; E Class;2017;21998;Semi-Auto;16062;Diesel;145;52,3;3,0;mercedes
319; A Class;2017;15245;Manual;22969;Diesel;145;68,9;1,5;mercedes
320; C Class;2014;10995;Manual;98000;Diesel;20;68,9;2,1;mercedes
321; A Class;2013;9995;Manual;83000;Diesel;20;70,6;1,5;mercedes
322; E Class;2017;23995;Semi-Auto;16820;Diesel;145;51,4;3,0;mercedes
323; SL CLASS;2016;28650;Semi-Auto;9262;Petrol;260;36,7;3,0;mercedes
324; M Class;2015;21998;Semi-Auto;37963;Diesel;205;39,2;2,1;mercedes
325; C Class;2014;15698;Semi-Auto;39920;Diesel;30;64,2;2,1;mercedes
326; V Class;2018;20498;Manual;25254;Diesel;145;46,3;2,1;mercedes
327; E Class;2019;39998;Semi-Auto;2675;Hybrid;135;134,5;2,0;mercedes
328; GLA Class;2015;18498;Semi-Auto;18106;Diesel;125;56,6;2,1;mercedes
329; C Class;2016;18498;Semi-Auto;31891;Hybrid;0;134,5;2,0;mercedes
330; GLC Class;2015;24498;Semi-Auto;23487;Diesel;125;56,5;2,1;mercedes
