;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
187; 5 Series;2019;25998;Semi-Auto;11115;Diesel;145;65,7;2,0;bmw
188; X1;2013;8298;Manual;69020;Diesel;125;57,6;2,0;bmw
189; 8 Series;2019;61898;Semi-Auto;2650;Diesel;145;39,8;3,0;bmw
190; 1 Series;2014;13298;Manual;55834;Petrol;300;35,3;3,0;bmw
191; 3 Series;2019;21898;Semi-Auto;5761;Diesel;150;55,4;2,0;bmw
192; 1 Series;2017;11498;Semi-Auto;47110;Diesel;0;78,5;1,5;bmw
193; X3;2014;17495;Semi-Auto;54075;Diesel;145;54,3;2,0;bmw
194; 5 Series;2015;14998;Semi-Auto;45152;Diesel;30;62,8;2,0;bmw
195; 2 Series;2014;10498;Manual;52091;Diesel;125;58,9;2,0;bmw
196; 1 Series;2019;19998;Semi-Auto;4812;Petrol;145;47,9;2,0;bmw
197; X1;2016;16698;Semi-Auto;37272;Petrol;160;44,8;2,0;bmw
198; 3 Series;2019;27998;Semi-Auto;4250;Diesel;145;48,7;2,0;bmw
199; 5 Series;2018;27798;Semi-Auto;15711;Diesel;145;60,1;3,0;bmw
200; 1 Series;2016;18298;Manual;21236;Petrol;260;36,2;3,0;bmw
201; 1 Series;2017;14698;Semi-Auto;24008;Petrol;145;55,5;1,5;bmw
202; X1;2016;18498;Semi-Auto;25994;Diesel;145;55,4;2,0;bmw
203; X5;2015;27998;Automatic;24188;Diesel;200;47,1;3,0;bmw
204; X5;2015;21498;Automatic;59216;Diesel;200;47,9;3,0;bmw
205; 1 Series;2017;19498;Manual;21171;Petrol;260;36,2;3,0;bmw
206; 1 Series;2017;14498;Manual;24259;Petrol;145;52,3;1,5;bmw
207; 5 Series;2017;22998;Semi-Auto;19379;Diesel;145;65,7;2,0;bmw
208; 1 Series;2017;14498;Manual;20790;Diesel;145;70,6;1,5;bmw
209; 5 Series;2019;29898;Semi-Auto;2743;Diesel;145;60,1;2,0;bmw
210; 3 Series;2019;22998;Semi-Auto;6000;Petrol;145;48,7;2,0;bmw
211; 3 Series;2019;29998;Manual;3980;Diesel;145;53,3;2,0;bmw
212; 4 Series;2019;29898;Semi-Auto;101;Diesel;145;60,1;2,0;bmw
213; 5 Series;2017;20498;Semi-Auto;12725;Diesel;145;68,9;2,0;bmw
214; 3 Series;2019;27650;Semi-Auto;18200;Diesel;150;48,7;2,0;bmw
215; Z4;2016;18650;Semi-Auto;25300;Petrol;205;41,5;2,0;bmw
216; 4 Series;2018;22995;Automatic;7200;Petrol;145;48,7;2,0;bmw
217; X6;2018;36995;Semi-Auto;6100;Diesel;145;47,1;3,0;bmw
218; 5 Series;2018;26995;Automatic;6800;Diesel;145;68,9;2,0;bmw
219; 1 Series;2013;11995;Manual;31600;Diesel;125;57,6;2,0;bmw
220; 5 Series;2018;25995;Semi-Auto;8700;Diesel;145;49,6;2,0;bmw
221; X6;2016;29995;Automatic;43600;Diesel;200;44,8;3,0;bmw
222; 3 Series;2018;21495;Semi-Auto;16452;Petrol;150;48,7;2,0;bmw
223; 5 Series;2017;22998;Automatic;15838;Diesel;145;60,1;2,0;bmw
224; 5 Series;2019;34498;Automatic;6775;Diesel;145;51,4;3,0;bmw
225; 1 Series;2019;18498;Semi-Auto;11234;Diesel;145;68,9;2,0;bmw
226; 7 Series;2019;45898;Semi-Auto;5893;Diesel;145;44,1;3,0;bmw
227; X3;2019;37898;Semi-Auto;9781;Diesel;145;48,7;3,0;bmw
228; X5;2016;34498;Automatic;17303;Hybrid;0;85,6;2,0;bmw
229; 1 Series;2016;17998;Manual;25334;Petrol;300;35,3;3,0;bmw
230; 3 Series;2016;18498;Semi-Auto;36501;Diesel;145;53,3;3,0;bmw
231; 2 Series;2019;23998;Semi-Auto;2318;Petrol;145;47,9;2,0;bmw
232; X1;2017;21498;Semi-Auto;14418;Diesel;145;55,4;2,0;bmw
233; X1;2017;18500;Semi-Auto;12160;Diesel;145;65,7;2,0;bmw
234; X3;2018;31000;Semi-Auto;20290;Diesel;145;48,7;3,0;bmw
235; X1;2016;19500;Semi-Auto;13690;Diesel;125;57,6;2,0;bmw
236; X5;2017;34000;Automatic;22158;Diesel;205;47,1;3,0;bmw
237; X5;2015;28000;Automatic;36174;Diesel;205;47,1;3,0;bmw
238; 3 Series;2018;22000;Semi-Auto;30000;Diesel;150;53,3;3,0;bmw
239; 1 Series;2016;16000;Manual;40125;Petrol;305;35,3;3,0;bmw
240; 3 Series;2017;18000;Manual;20087;Petrol;165;44,8;2,0;bmw
241; X7;2020;78000;Semi-Auto;5000;Diesel;150;31,4;3,0;bmw
242; 3 Series;2018;22500;Semi-Auto;11150;Petrol;145;48,7;2,0;bmw
243; 1 Series;2018;15500;Manual;5827;Petrol;145;37,7;1,5;bmw
244; 4 Series;2019;29000;Semi-Auto;14000;Diesel;145;50,4;3,0;bmw
245; 4 Series;2019;24700;Semi-Auto;5196;Diesel;145;65,7;2,0;bmw
246; 2 Series;2019;24000;Semi-Auto;2500;Petrol;145;39,2;1,5;bmw
247; 1 Series;2018;16000;Manual;7000;Diesel;145;50,4;1,5;bmw
248; X3;2019;56000;Semi-Auto;26;Petrol;145;24,8;3,0;bmw
249; 1 Series;2019;32000;Semi-Auto;4493;Petrol;145;34,5;2,0;bmw
250; X1;2018;20000;Semi-Auto;10545;Diesel;145;60,1;2,0;bmw
251; X1;2017;22000;Semi-Auto;16500;Petrol;145;44,8;2,0;bmw
252; 3 Series;2016;16998;Semi-Auto;43695;Hybrid;0;134,5;2,0;bmw
253; X3;2015;17498;Semi-Auto;48867;Diesel;145;54,3;2,0;bmw
254; 1 Series;2017;15798;Semi-Auto;23157;Petrol;145;54,3;1,5;bmw
255; X1;2016;18998;Semi-Auto;30434;Diesel;125;57,6;2,0;bmw
256; 3 Series;2015;20000;Semi-Auto;39700;Diesel;160;50,4;3,0;bmw
257; 5 Series;2019;28000;Semi-Auto;5739;Diesel;145;62,8;2,0;bmw
258; X5;2017;41500;Automatic;18000;Diesel;145;42,8;3,0;bmw
259; 1 Series;2018;16000;Semi-Auto;24275;Diesel;145;68,9;1,5;bmw
260; 4 Series;2017;20800;Semi-Auto;14774;Diesel;125;58,9;2,0;bmw
261; 3 Series;2018;20500;Semi-Auto;12133;Petrol;145;48,7;2,0;bmw
262; 1 Series;2017;15500;Manual;15645;Petrol;125;52,3;1,5;bmw
263; X4;2016;25000;Semi-Auto;25085;Diesel;200;47,9;3,0;bmw
264; 1 Series;2017;21500;Semi-Auto;19486;Petrol;145;39,8;3,0;bmw
265; X2;2019;30000;Semi-Auto;5431;Diesel;145;48,7;2,0;bmw
266; 7 Series;2020;53000;Semi-Auto;6555;Diesel;145;42,2;3,0;bmw
267; 3 Series;2014;14000;Semi-Auto;73923;Diesel;160;52,3;3,0;bmw
268; 1 Series;2018;25990;Semi-Auto;6500;Petrol;150;32,5;3,0;bmw
269; X4;2018;32000;Semi-Auto;10920;Diesel;150;42,8;2,0;bmw
270; 3 Series;2019;24300;Semi-Auto;8000;Petrol;150;44,8;2,0;bmw
271; 5 Series;2019;33000;Semi-Auto;12250;Diesel;150;53,3;3,0;bmw
272; X3;2016;20500;Semi-Auto;37000;Diesel;145;54,3;2,0;bmw
273; 3 Series;2016;19000;Semi-Auto;40500;Diesel;145;53,3;3,0;bmw
274; 3 Series;2017;18000;Semi-Auto;33000;Diesel;145;60,1;2,0;bmw
275; M4;2020;51000;Semi-Auto;2000;Petrol;145;32,5;3,0;bmw
276; X3;2015;16500;Semi-Auto;48000;Diesel;145;54,3;2,0;bmw
277; 4 Series;2017;19800;Manual;17410;Petrol;150;40,9;2,0;bmw
278; 1 Series;2017;13500;Manual;25975;Petrol;145;53,3;1,5;bmw
279; 1 Series;2019;18500;Semi-Auto;12054;Petrol;150;54,3;1,5;bmw
280; 1 Series;2014;9300;Manual;51203;Diesel;30;65,7;2,0;bmw
281; X5;2019;50000;Semi-Auto;5145;Diesel;150;37,7;3,0;bmw
282; 1 Series;2017;11800;Manual;23274;Diesel;20;72,4;1,5;bmw
283; 4 Series;2018;22000;Semi-Auto;10948;Diesel;145;60,1;2,0;bmw
284; 2 Series;2019;27500;Semi-Auto;7000;Petrol;145;38,2;3,0;bmw
285; 5 Series;2019;28000;Semi-Auto;16000;Diesel;145;60,1;3,0;bmw
286; 2 Series;2020;29000;Manual;5550;Petrol;145;43,5;1,5;bmw
287; 3 Series;2014;16800;Semi-Auto;50687;Diesel;160;52,3;3,0;bmw
288; 3 Series;2013;15500;Semi-Auto;46500;Diesel;150;55,4;3,0;bmw
289; X1;2016;19300;Semi-Auto;25300;Diesel;125;60,1;2,0;bmw
290; 1 Series;2017;16998;Semi-Auto;12458;Diesel;30;62,8;2,0;bmw
291; 1 Series;2017;21498;Semi-Auto;21200;Petrol;200;39,8;3,0;bmw
292; 4 Series;2016;18998;Semi-Auto;20151;Diesel;145;53,3;3,0;bmw
293; X1;2017;18498;Manual;13278;Diesel;125;58,9;2,0;bmw
294; 5 Series;2019;27000;Semi-Auto;9000;Petrol;145;48,7;2,0;bmw
295; 2 Series;2018;18000;Semi-Auto;13174;Diesel;145;49,6;2,0;bmw
296; 7 Series;2016;26000;Semi-Auto;39085;Diesel;145;54,3;3,0;bmw
297; 3 Series;2017;25500;Semi-Auto;14834;Diesel;145;51,4;3,0;bmw
298; 3 Series;2016;18000;Semi-Auto;15088;Diesel;145;55,4;3,0;bmw
299; 1 Series;2017;16800;Semi-Auto;16761;Diesel;145;67,3;2,0;bmw
300; 3 Series;2018;21300;Semi-Auto;18564;Diesel;145;60,1;2,0;bmw
301; X2;2019;29000;Semi-Auto;1418;Petrol;145;36,2;2,0;bmw
302; 3 Series;2019;34000;Semi-Auto;5525;Diesel;145;50,4;2,0;bmw
303; 3 Series;2017;24000;Semi-Auto;15338;Diesel;145;49,6;3,0;bmw
304; 3 Series;2013;14990;Semi-Auto;35500;Diesel;145;55,4;2,0;bmw
305; 5 Series;2017;30000;Semi-Auto;11086;Diesel;145;53,3;3,0;bmw
306; 1 Series;2018;15800;Semi-Auto;11132;Petrol;145;55,5;1,5;bmw
307; 1 Series;2018;16500;Semi-Auto;7656;Petrol;145;37,2;1,5;bmw
308; X3;2015;19500;Semi-Auto;41567;Diesel;145;54,3;2,0;bmw
309; 5 Series;2019;40000;Semi-Auto;1034;Petrol;145;39,2;3,0;bmw
310; 1 Series;2017;21800;Semi-Auto;20294;Petrol;200;39,8;3,0;bmw
311; 3 Series;2017;20998;Semi-Auto;30422;Diesel;145;51,4;3,0;bmw
312; 3 Series;2017;19698;Semi-Auto;20313;Diesel;145;56,5;3,0;bmw
313; 3 Series;2016;21498;Semi-Auto;28775;Diesel;160;51,4;3,0;bmw
314; 3 Series;2015;17200;Semi-Auto;6147;Petrol;145;47,9;2,0;bmw
315; X5;2013;24000;Automatic;45150;Diesel;200;45,6;3,0;bmw
316; 1 Series;2019;26000;Manual;2073;Diesel;145;57,7;1,5;bmw
317; 4 Series;2020;27000;Semi-Auto;25;Petrol;145;48,7;2,0;bmw
318; 4 Series;2020;27500;Semi-Auto;25;Diesel;145;60,1;2,0;bmw
319; X5;2019;52000;Semi-Auto;6500;Diesel;145;37,7;3,0;bmw
320; 4 Series;2019;32000;Semi-Auto;4025;Diesel;145;50,4;3,0;bmw
321; 2 Series;2015;10498;Manual;27221;Diesel;0;74,3;1,5;bmw
322; 3 Series;2013;9985;Manual;75561;Diesel;20;68,9;2,0;bmw
323; X4;2015;19485;Manual;53755;Diesel;160;52,3;2,0;bmw
324; 3 Series;2013;9965;Semi-Auto;95043;Diesel;30;62,8;2,0;bmw
325; X1;2014;10985;Semi-Auto;56952;Diesel;160;52,3;2,0;bmw
326; 1 Series;2017;13489;Semi-Auto;59066;Diesel;20;72,4;1,5;bmw
327; 3 Series;2016;13994;Semi-Auto;46889;Diesel;30;67,3;2,0;bmw
328; 5 Series;2019;35950;Semi-Auto;5137;Diesel;145;51,4;3,0;bmw
329; 4 Series;2019;25490;Semi-Auto;8794;Diesel;145;60,1;2,0;bmw
330; 5 Series;2019;34900;Semi-Auto;9854;Diesel;145;53,3;3,0;bmw
331; 7 Series;2018;42000;Semi-Auto;7123;Diesel;145;52,3;3,0;bmw
332; 1 Series;2014;12000;Manual;41500;Diesel;125;57,6;2,0;bmw
333; 1 Series;2016;14000;Manual;24678;Diesel;30;65,7;2,0;bmw
334; M4;2019;48000;Semi-Auto;2258;Petrol;145;34,0;3,0;bmw
335; 2 Series;2019;23950;Semi-Auto;4413;Diesel;145;46,3;2,0;bmw
336; 4 Series;2019;26550;Semi-Auto;7292;Diesel;145;58,9;2,0;bmw
337; X1;2016;18000;Semi-Auto;46354;Diesel;125;57,6;2,0;bmw
338; 6 Series;2018;27990;Semi-Auto;21525;Diesel;150;49,6;3,0;bmw
