;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
38; Octavia;2019;13000;Manual;15084;Diesel;145;68,9;1,6;skoda
39; Superb;2019;24490;Automatic;15;Petrol;145;38,2;2,0;skoda
40; Fabia;2019;13000;Manual;2696;Petrol;145;64,2;1,0;skoda
41; Fabia;2019;10290;Manual;4597;Petrol;145;57,7;1,0;skoda
42; Octavia;2019;14590;Automatic;14375;Diesel;145;70,6;1,6;skoda
43; Fabia;2016;9690;Manual;15000;Petrol;20;58,9;1,2;skoda
44; Octavia;2019;12695;Manual;12421;Diesel;150;68,9;1,6;skoda
45; Karoq;2018;20490;Manual;15296;Petrol;150;51,4;1,5;skoda
46; Karoq;2019;25390;Automatic;5347;Petrol;145;33,2;2,0;skoda
47; Octavia;2019;14695;Manual;14741;Petrol;150;52,3;1,5;skoda
48; Kodiaq;2020;31000;Automatic;5790;Diesel;145;39,2;2,0;skoda
49; Scala;2019;15290;Manual;4990;Petrol;145;49,6;1,0;skoda
50; Kodiaq;2017;25000;Automatic;21000;Petrol;150;38,2;2,0;skoda
51; Citigo;2018;7490;Manual;15043;Petrol;150;68,9;1,0;skoda
52; Yeti Outdoor;2017;14750;Automatic;25500;Petrol;150;51,4;1,2;skoda
53; Octavia;2019;15000;Automatic;14300;Petrol;150;57,7;1,0;skoda
54; Fabia;2016;11000;Automatic;14000;Petrol;20;60,1;1,2;skoda
55; Yeti Outdoor;2017;11000;Automatic;49409;Petrol;145;51,4;1,2;skoda
56; Superb;2018;18000;Automatic;34910;Diesel;145;54,3;2,0;skoda
57; Octavia;2019;19000;Automatic;6490;Diesel;145;45,6;2,0;skoda
58; Karoq;2019;19000;Automatic;4990;Diesel;145;62,8;1,6;skoda
59; Superb;2019;28000;Automatic;4990;Diesel;145;47,1;2,0;skoda
60; Octavia;2019;14495;Automatic;13550;Petrol;145;57,7;1,0;skoda
61; Fabia;2017;9290;Manual;20000;Petrol;20;58,8;1,2;skoda
62; Citigo;2017;6790;Manual;24341;Petrol;0;68,9;1,0;skoda
63; Octavia;2019;14150;Manual;14957;Diesel;150;67,3;1,6;skoda
64; Octavia;2019;14650;Automatic;14531;Petrol;145;57,7;1,0;skoda
65; Kodiaq;2019;25800;Automatic;12150;Diesel;145;37,2;2,0;skoda
66; Superb;2016;13600;Automatic;35869;Diesel;125;61,4;2,0;skoda
67; Karoq;2019;20550;Automatic;12999;Petrol;145;50,4;1,5;skoda
68; Octavia;2019;12850;Manual;11950;Petrol;145;60,1;1,0;skoda
69; Superb;2019;27250;Automatic;6250;Diesel;145;44,1;2,0;skoda
70; Kodiaq;2019;21700;Automatic;14750;Petrol;145;34,0;1,5;skoda
71; Fabia;2019;10000;Manual;2268;Petrol;150;57,7;1,0;skoda
72; Superb;2019;19290;Manual;5272;Petrol;150;40,9;1,5;skoda
73; Superb;2019;24500;Automatic;2393;Petrol;145;38,2;2,0;skoda
74; Superb;2017;15950;Automatic;22060;Diesel;145;62,8;2,0;skoda
75; Fabia;2020;13850;Manual;1474;Petrol;150;50,4;1,0;skoda
76; Superb;2017;13300;Manual;23757;Diesel;145;67,3;1,6;skoda
77; Octavia;2017;13000;Automatic;19647;Petrol;150;57,7;1,4;skoda
78; Octavia;2019;14250;Manual;6966;Petrol;145;55,4;1,5;skoda
79; Kodiaq;2017;19950;Automatic;16241;Petrol;150;44,8;1,4;skoda
80; Kodiaq;2019;26140;Automatic;4920;Diesel;150;44,8;2,0;skoda
81; Superb;2019;21950;Automatic;8279;Diesel;150;61,4;2,0;skoda
82; Octavia;2019;15000;Manual;2048;Diesel;150;56,5;2,0;skoda
83; Karoq;2019;21000;Automatic;7515;Diesel;145;62,8;1,6;skoda
84; Octavia;2019;17950;Automatic;9268;Petrol;150;44,8;1,5;skoda
85; Kodiaq;2019;25000;Manual;4657;Petrol;150;37,2;1,5;skoda
86; Octavia;2019;15000;Automatic;13008;Diesel;150;70,6;1,6;skoda
87; Octavia;2019;18950;Automatic;8853;Petrol;150;42,8;2,0;skoda
88; Fabia;2017;10700;Manual;18335;Petrol;145;58,9;1,2;skoda
89; Octavia;2019;14000;Manual;13896;Petrol;150;55,4;1,5;skoda
90; Fabia;2019;10150;Manual;9771;Petrol;145;61,4;1,0;skoda
91; Kodiaq;2019;26950;Automatic;10778;Petrol;145;36,7;1,5;skoda
92; Fabia;2017;8498;Manual;11184;Diesel;0;74,3;1,4;skoda
93; Fabia;2017;7998;Manual;44737;Petrol;145;64,2;1,0;skoda
94; Octavia;2016;9298;Manual;51000;Diesel;20;70,6;2,0;skoda
95; Fabia;2017;8198;Manual;32487;Petrol;150;60,1;1,2;skoda
96; Octavia;2016;8198;Manual;64164;Diesel;0;74,3;1,6;skoda
97; Yeti;2014;11000;Manual;13593;Petrol;165;46,3;1,2;skoda
98; Roomster;2012;5290;Manual;54000;Petrol;145;49,6;1,2;skoda
99; Octavia;2017;12490;Automatic;12000;Petrol;30;58,9;1,4;skoda
100; Octavia;2013;6990;Automatic;82000;Diesel;30;62,8;2,0;skoda
101; Superb;2019;26500;Automatic;3039;Petrol;145;38,2;2,0;skoda
102; Octavia;2019;14650;Automatic;14046;Petrol;145;57,7;1,0;skoda
103; Kodiaq;2018;20250;Manual;29298;Petrol;145;40,9;1,4;skoda
104; Yeti Outdoor;2017;13550;Automatic;21650;Petrol;150;51,4;1,2;skoda
105; Superb;2019;24000;Automatic;15;Petrol;150;38,2;2,0;skoda
106; Fabia;2017;9150;Manual;20193;Petrol;150;64,2;1,0;skoda
107; Octavia;2019;14900;Automatic;14271;Diesel;150;70,6;1,6;skoda
108; Fabia;2019;14000;Automatic;8193;Petrol;150;60,1;1,0;skoda
109; Octavia;2019;14850;Automatic;12069;Diesel;145;70,6;1,6;skoda
110; Fabia;2019;13250;Manual;6649;Petrol;150;60,1;1,0;skoda
111; Yeti Outdoor;2017;13495;Automatic;22098;Petrol;125;51,4;1,2;skoda
112; Fabia;2016;9950;Automatic;42000;Petrol;20;60,1;1,2;skoda
113; Superb;2012;5790;Manual;76000;Diesel;30;64,2;1,6;skoda
114; Fabia;2011;2795;Manual;80000;Diesel;20;67,3;1,6;skoda
115; Fabia;2019;12490;Manual;7500;Petrol;145;61,4;1,0;skoda
116; Kamiq;2020;19790;Automatic;5000;Petrol;145;44,1;1,5;skoda
117; Superb;2017;13000;Automatic;31312;Petrol;150;55,4;1,4;skoda
118; Superb;2019;18490;Manual;12008;Petrol;150;40,9;1,5;skoda
119; Fabia;2017;11290;Automatic;10203;Petrol;150;60,1;1,2;skoda
120; Octavia;2019;12690;Manual;13881;Petrol;150;60,1;1,0;skoda
121; Fabia;2019;9590;Manual;7148;Petrol;150;57,7;1,0;skoda
122; Fabia;2017;11490;Automatic;2000;Petrol;145;61,4;1,0;skoda
123; Octavia;2014;8490;Automatic;68000;Diesel;20;72,4;1,6;skoda
124; Fabia;2019;11490;Manual;7;Petrol;145;51,4;1,0;skoda
125; Octavia;2019;15790;Automatic;3327;Diesel;145;72,4;1,6;skoda
126; Fabia;2019;11490;Manual;5;Petrol;145;51,4;1,0;skoda
127; Octavia;2019;16490;Automatic;13;Diesel;145;72,4;1,6;skoda
128; Fabia;2015;6000;Manual;51878;Petrol;20;58,8;1,0;skoda
129; Fabia;2015;10000;Automatic;20200;Petrol;20;60,1;1,2;skoda
130; Octavia;2012;7995;Manual;65900;Diesel;160;49,6;2,0;skoda
131; Octavia;2015;8399;Manual;61500;Diesel;0;74,3;1,6;skoda
132; Octavia;2019;20500;Automatic;6750;Petrol;145;35,8;2,0;skoda
133; Octavia;2019;18000;Manual;4150;Petrol;145;50,4;1,5;skoda
134; Fabia;2019;14950;Manual;2750;Petrol;145;51,4;1,0;skoda
135; Octavia;2019;19150;Automatic;3150;Diesel;145;67,3;2,0;skoda
136; Kodiaq;2019;29750;Automatic;2150;Petrol;145;31,7;2,0;skoda
137; Octavia;2019;14650;Automatic;12638;Petrol;145;57,7;1,0;skoda
138; Octavia;2019;14650;Automatic;13892;Petrol;145;57,7;1,0;skoda
139; Octavia;2019;18998;Semi-Auto;25;Diesel;145;67,3;2,0;skoda
140; Superb;2017;12295;Semi-Auto;33571;Diesel;145;70,6;1,6;skoda
141; Yeti Outdoor;2014;10995;Manual;58281;Diesel;160;49,6;2,0;skoda
142; Karoq;2019;20498;Manual;101;Diesel;145;50,4;2,0;skoda
143; Fabia;2017;8995;Manual;22154;Petrol;145;60,1;1,2;skoda
144; Octavia;2015;8698;Manual;47000;Diesel;0;74,3;1,6;skoda
145; Yeti Outdoor;2016;9998;Manual;52236;Diesel;200;48,7;2,0;skoda
146; Yeti Outdoor;2016;9698;Manual;58551;Diesel;200;47,9;2,0;skoda
147; Fabia;2016;7298;Manual;21732;Petrol;20;60,1;1,2;skoda
148; Superb;2019;17798;Manual;13645;Diesel;145;65,7;2,0;skoda
149; Yeti Outdoor;2016;12798;Manual;11361;Petrol;125;51,4;1,2;skoda
150; Fabia;2017;11650;Semi-Auto;3700;Petrol;145;61,4;1,0;skoda
151; Fabia;2018;9298;Manual;6259;Petrol;145;57,7;1,0;skoda
152; Scala;2019;15998;Semi-Auto;2355;Petrol;145;47,1;1,0;skoda
153; Fabia;2017;11998;Semi-Auto;21075;Petrol;145;61,4;1,0;skoda
154; Octavia;2018;11998;Manual;15783;Diesel;145;68,9;1,6;skoda
155; Yeti Outdoor;2017;13998;Semi-Auto;23339;Petrol;125;51,4;1,2;skoda
156; Fabia;2017;7498;Manual;26226;Petrol;145;64,2;1,0;skoda
157; Superb;2016;10498;Manual;77501;Diesel;20;68,9;2,0;skoda
158; Octavia;2014;11995;Manual;47381;Petrol;160;45,6;2,0;skoda
159; Citigo;2014;4295;Manual;19367;Petrol;0;68,9;1,0;skoda
160; Fabia;2017;7995;Manual;49711;Petrol;20;60,1;1,2;skoda
161; Kodiaq;2018;19995;Manual;10840;Diesel;145;52,3;2,0;skoda
162; Octavia;2019;16995;Semi-Auto;5906;Petrol;145;55,4;1,5;skoda
163; Scala;2019;14995;Manual;2250;Petrol;145;49,6;1,0;skoda
164; Scala;2019;15490;Manual;5;Petrol;145;49,6;1,0;skoda
165; Superb;2017;17500;Manual;20160;Petrol;145;54,3;1,4;skoda
166; Fabia;2019;14495;Manual;5736;Petrol;145;60,1;1,0;skoda
167; Citigo;2017;6595;Manual;25575;Petrol;0;67,3;1,0;skoda
168; Yeti Outdoor;2016;12498;Semi-Auto;17148;Petrol;125;51,4;1,2;skoda
169; Superb;2017;16498;Manual;18317;Petrol;30;56,5;1,4;skoda
170; Fabia;2016;11998;Semi-Auto;13518;Petrol;20;60,1;1,2;skoda
171; Yeti Outdoor;2015;11698;Semi-Auto;50863;Diesel;160;51,4;2,0;skoda
172; Fabia;2017;10998;Semi-Auto;20786;Petrol;150;60,1;1,2;skoda
173; Citigo;2014;4998;Manual;56831;Petrol;0;67,3;1,0;skoda
174; Yeti Outdoor;2017;11995;Manual;39138;Diesel;30;62,8;2,0;skoda
175; Yeti Outdoor;2016;10995;Manual;47513;Diesel;30;62,8;2,0;skoda
176; Octavia;2017;11395;Manual;5515;Petrol;145;58,9;1,0;skoda
177; Octavia;2019;12698;Manual;13870;Diesel;145;68,9;1,6;skoda
178; Superb;2019;18998;Semi-Auto;5264;Petrol;145;36,7;1,5;skoda
179; Octavia;2019;14998;Manual;13770;Diesel;145;67,3;1,6;skoda
180; Octavia;2017;15985;Manual;21032;Diesel;30;64,2;2,0;skoda
181; Superb;2016;13985;Manual;29032;Diesel;0;76,4;1,6;skoda
182; Kodiaq;2019;33250;Automatic;10993;Diesel;145;35,3;2,0;skoda
183; Octavia;2019;13495;Manual;14174;Petrol;145;60,1;1,0;skoda
184; Octavia;2019;13495;Manual;12284;Petrol;145;60,1;1,0;skoda
185; Octavia;2019;13495;Manual;16161;Petrol;145;60,1;1,0;skoda
186; Octavia;2019;13495;Manual;15446;Petrol;145;60,1;1,0;skoda
187; Fabia;2019;11900;Manual;1455;Petrol;145;52,3;1,0;skoda
188; Karoq;2019;27000;Manual;322;Diesel;145;42,8;2,0;skoda
189; Octavia;2015;10000;Manual;5591;Petrol;30;53,3;1,4;skoda
190; Yeti Outdoor;2017;13000;Manual;18480;Petrol;145;51,4;1,2;skoda
191; Fabia;2016;8000;Manual;22639;Petrol;20;60,1;1,2;skoda
192; Fabia;2017;11900;Semi-Auto;21093;Petrol;145;60,1;1,2;skoda
193; Fabia;2019;14000;Manual;2841;Petrol;145;60,1;1,0;skoda
194; Kodiaq;2018;22500;Manual;8685;Petrol;145;40,9;1,4;skoda
195; Kodiaq;2017;17200;Manual;19216;Petrol;145;46,3;1,4;skoda
196; Fabia;2016;8200;Manual;25832;Petrol;20;60,1;1,2;skoda
197; Octavia;2018;14995;Automatic;7716;Petrol;145;55,4;1,5;skoda
198; Octavia;2018;12495;Manual;14370;Petrol;145;60,1;1,0;skoda
199; Octavia;2019;13495;Manual;14408;Petrol;145;60,1;1,0;skoda
200; Citigo;2018;7495;Manual;10924;Petrol;145;64,2;1,0;skoda
201; Fabia;2019;9995;Manual;11125;Petrol;145;57,7;1,0;skoda
202; Scala;2019;17485;Semi-Auto;1901;Petrol;145;45,6;1,5;skoda
203; Superb;2019;24495;Semi-Auto;661;Diesel;145;62,8;2,0;skoda
204; Yeti Outdoor;2017;12789;Manual;21803;Diesel;30;62,8;2,0;skoda
205; Kodiaq;2018;22498;Automatic;17849;Petrol;145;44,8;1,4;skoda
206; Kodiaq;2019;33998;Automatic;4986;Diesel;145;35,3;2,0;skoda
207; Octavia;2016;11890;Semi-Auto;22472;Diesel;30;64,2;2,0;skoda
208; Octavia;2017;12695;Manual;14208;Petrol;145;58,9;1,0;skoda
209; Kodiaq;2019;19995;Manual;22190;Petrol;145;34,5;1,5;skoda
210; Kodiaq;2019;28490;Manual;1809;Diesel;145;52,3;2,0;skoda
211; Superb;2019;26000;Semi-Auto;2534;Diesel;145;47,1;2,0;skoda
212; Scala;2019;18995;Manual;1000;Diesel;145;57,7;1,6;skoda
213; Superb;2019;28295;Semi-Auto;500;Petrol;145;38,2;2,0;skoda
214; Octavia;2019;20490;Manual;150;Diesel;145;54,3;2,0;skoda
215; Octavia;2019;22390;Semi-Auto;1000;Diesel;145;54,3;2,0;skoda
216; Kamiq;2020;23295;Semi-Auto;500;Petrol;145;43,5;1,5;skoda
217; Octavia;2017;10995;Manual;37398;Diesel;20;70,6;2,0;skoda
218; Superb;2018;15395;Manual;24757;Diesel;145;65,7;2,0;skoda
219; Fabia;2015;7995;Manual;17866;Petrol;20;60,1;1,2;skoda
220; Citigo;2016;6250;Manual;16093;Petrol;20;62,8;1,0;skoda
221; Octavia;2018;11800;Manual;5614;Petrol;150;58,9;1,0;skoda
222; Superb;2018;15995;Manual;21322;Diesel;145;64,2;2,0;skoda
223; Superb;2017;16995;Manual;39780;Diesel;145;64,2;2,0;skoda
224; Octavia;2018;12498;Manual;17739;Diesel;145;68,9;1,6;skoda
225; Karoq;2018;17298;Manual;12008;Diesel;145;62,8;1,6;skoda
226; Karoq;2018;18798;Manual;15901;Petrol;145;51,4;1,5;skoda
227; Octavia;2016;9298;Manual;53617;Petrol;30;55,4;1,4;skoda
228; Superb;2016;11998;Semi-Auto;59585;Diesel;30;62,8;2,0;skoda
229; Yeti Outdoor;2017;12500;Manual;29637;Diesel;30;62,8;2,0;skoda
230; Citigo;2016;5936;Manual;23757;Petrol;20;62,8;1,0;skoda
231; Octavia;2017;12250;Manual;28713;Diesel;20;70,6;2,0;skoda
232; Octavia;2018;14998;Manual;33081;Diesel;150;62,8;2,0;skoda
233; Citigo;2017;7295;Manual;6889;Petrol;150;64,2;1,0;skoda
234; Superb;2019;23495;Semi-Auto;136;Diesel;150;62,8;2,0;skoda
235; Kodiaq;2017;16995;Manual;18652;Petrol;150;46,3;1,4;skoda
236; Yeti Outdoor;2017;12500;Manual;19298;Petrol;125;51,4;1,2;skoda
237; Superb;2019;18998;Semi-Auto;8545;Diesel;145;62,8;2,0;skoda
238; Octavia;2018;12698;Manual;12290;Diesel;145;68,9;1,6;skoda
239; Superb;2017;17304;Semi-Auto;27973;Petrol;160;45,6;2,0;skoda
240; Rapid;2018;10895;Manual;15258;Petrol;145;61,4;1,0;skoda
241; Fabia;2017;8976;Manual;42007;Diesel;20;70,6;1,4;skoda
242; Yeti Outdoor;2017;13618;Semi-Auto;39885;Diesel;160;51,4;2,0;skoda
243; Fabia;2016;7790;Manual;22150;Petrol;20;60,1;1,2;skoda
244; Scala;2020;19952;Manual;1652;Petrol;145;47,9;1,5;skoda
245; Fabia;2016;7862;Manual;45399;Diesel;0;78,6;1,4;skoda
246; Fabia;2016;5860;Manual;30740;Petrol;20;60,1;1,0;skoda
247; Citigo;2016;6373;Manual;11510;Petrol;20;62,8;1,0;skoda
248; Fabia;2016;9125;Manual;32257;Petrol;20;60,1;1,2;skoda
249; Yeti Outdoor;2017;11713;Manual;34989;Petrol;125;51,4;1,2;skoda
250; Fabia;2017;8567;Manual;7130;Petrol;150;60,1;1,2;skoda
251; Rapid;2014;6682;Manual;34200;Petrol;125;52,3;1,2;skoda
252; Fabia;2017;8372;Manual;31398;Petrol;145;60,1;1,2;skoda
253; Octavia;2014;8752;Manual;43756;Diesel;20;68,9;2,0;skoda
254; Karoq;2019;27123;Automatic;4910;Diesel;145;42,8;2,0;skoda
255; Karoq;2019;19944;Automatic;3499;Diesel;145;62,8;1,6;skoda
256; Kodiaq;2019;29136;Automatic;7691;Diesel;145;37,2;2,0;skoda
257; Karoq;2019;18513;Manual;7328;Diesel;145;62,8;1,6;skoda
258; Yeti Outdoor;2014;10673;Semi-Auto;42400;Diesel;200;44,8;2,0;skoda
259; Kodiaq;2017;17146;Manual;16425;Petrol;145;46,3;1,4;skoda
260; Fabia;2019;11611;Manual;2407;Petrol;145;51,4;1,0;skoda
261; Scala;2019;17925;Automatic;5860;Diesel;145;54,3;1,6;skoda
262; Superb;2017;15968;Semi-Auto;60273;Diesel;145;61,4;2,0;skoda
263; Octavia;2019;18738;Automatic;3461;Petrol;145;45,6;1,5;skoda
264; Scala;2019;16713;Manual;3257;Petrol;145;49,6;1,0;skoda
265; Kamiq;2019;17169;Manual;2300;Petrol;145;47,9;1,0;skoda
266; Kamiq;2019;17479;Automatic;2970;Petrol;145;45,6;1,0;skoda
267; Kamiq;2019;18944;Manual;1500;Petrol;145;47,1;1,0;skoda
268; Fabia;2016;8100;Manual;38365;Petrol;20;60,1;1,2;skoda
269; Fabia;2016;7584;Manual;35108;Petrol;20;60,1;1,2;skoda
270; Citigo;2018;7900;Manual;10390;Petrol;145;64,2;1,0;skoda
271; Kodiaq;2018;20000;Automatic;23689;Petrol;145;44,8;1,4;skoda
272; Fabia;2018;11000;Manual;6207;Petrol;145;60,1;1,0;skoda
273; Octavia;2019;19000;Semi-Auto;2778;Diesel;145;70,6;1,6;skoda
274; Superb;2019;18045;Automatic;4200;Petrol;145;36,7;1,5;skoda
275; Superb;2019;16416;Manual;4776;Petrol;145;40,9;1,5;skoda
276; Karoq;2019;25626;Manual;3600;Diesel;145;42,8;2,0;skoda
277; Octavia;2019;18767;Manual;2876;Diesel;145;53,3;2,0;skoda
278; Superb;2019;24143;Automatic;6638;Diesel;145;48,7;2,0;skoda
279; Fabia;2019;11883;Manual;2140;Petrol;145;61,4;1,0;skoda
280; Superb;2020;28084;Semi-Auto;9500;Hybrid;135;188,3;1,4;skoda
281; Superb;2019;26592;Semi-Auto;1949;Petrol;150;39,2;1,5;skoda
282; Kodiaq;2019;22984;Automatic;6940;Petrol;150;34,0;1,5;skoda
283; Fabia;2019;10167;Manual;11498;Petrol;150;57,7;1,0;skoda
284; Kodiaq;2019;30000;Automatic;4533;Diesel;145;39,2;2,0;skoda
285; Octavia;2019;24000;Semi-Auto;5988;Diesel;145;55,4;2,0;skoda
286; Yeti;2013;6995;Manual;58077;Diesel;200;46,3;2,0;skoda
287; Rapid;2016;8498;Manual;31220;Diesel;0;67,3;1,6;skoda
288; Octavia;2018;15598;Manual;29806;Diesel;145;65,7;2,0;skoda
289; Rapid;2019;9498;Manual;14837;Petrol;145;58,9;1,0;skoda
290; Fabia;2016;7895;Manual;27003;Petrol;20;60,1;1,2;skoda
291; Kodiaq;2018;20790;Automatic;32274;Diesel;145;49,6;2,0;skoda
292; Octavia;2019;12998;Semi-Auto;8685;Petrol;145;61,4;1,0;skoda
293; Fabia;2019;10112;Manual;12395;Petrol;150;57,7;1,0;skoda
294; Octavia;2019;14750;Semi-Auto;11548;Diesel;150;70,6;1,6;skoda
295; Octavia;2019;14937;Semi-Auto;10429;Petrol;150;57,7;1,0;skoda
296; Fabia;2019;10207;Manual;12523;Petrol;150;57,7;1,0;skoda
297; Fabia;2019;10216;Manual;10720;Petrol;150;57,7;1,0;skoda
298; Kodiaq;2019;25971;Automatic;14507;Petrol;150;31,7;2,0;skoda
299; Kodiaq;2019;25226;Manual;15;Diesel;150;42,2;2,0;skoda
300; Fabia;2019;11998;Manual;15;Petrol;145;51,4;1,0;skoda
301; Octavia;2019;24698;Semi-Auto;15;Petrol;145;47,9;2,0;skoda
302; Scala;2019;18498;Semi-Auto;15;Diesel;145;54,3;1,6;skoda
303; Fabia;2019;14298;Manual;15;Petrol;145;61,4;1,0;skoda
304; Fabia;2019;14499;Manual;2841;Petrol;145;60,1;1,0;skoda
305; Superb;2019;26000;Semi-Auto;2566;Petrol;145;38,2;2,0;skoda
306; Octavia;2020;21000;Manual;108;Diesel;145;54,3;2,0;skoda
307; Yeti;2013;8000;Manual;59006;Diesel;205;47,1;2,0;skoda
308; Karoq;2019;30000;Manual;766;Diesel;145;42,8;2,0;skoda
309; Octavia;2019;16500;Manual;4301;Petrol;145;60,1;1,0;skoda
310; Scala;2019;18000;Semi-Auto;1211;Petrol;145;45,6;1,5;skoda
311; Superb;2019;17498;Semi-Auto;14831;Petrol;145;36,7;1,5;skoda
312; Octavia;2015;9498;Manual;46709;Diesel;20;68,9;2,0;skoda
313; Kodiaq;2017;19498;Automatic;17984;Diesel;145;56,5;2,0;skoda
314; Fabia;2016;9655;Manual;14946;Petrol;20;60,1;1,2;skoda
315; Octavia;2017;11903;Manual;30465;Petrol;145;54,3;1,4;skoda
316; Citigo;2016;5967;Manual;42877;Petrol;20;62,8;1,0;skoda
317; Kodiaq;2019;24798;Automatic;9049;Diesel;145;42,2;2,0;skoda
318; Superb;2019;18498;Manual;20632;Diesel;145;64,2;2,0;skoda
319; Fabia;2017;8600;Manual;12141;Petrol;150;60,1;1,2;skoda
320; Fabia;2016;5998;Manual;43562;Petrol;20;60,1;1,0;skoda
321; Kodiaq;2019;25998;Manual;2422;Diesel;145;52,3;2,0;skoda
322; Octavia;2017;10498;Manual;48067;Diesel;0;74,3;1,6;skoda
323; Octavia;2019;12798;Semi-Auto;13763;Petrol;145;61,4;1,0;skoda
324; Yeti Outdoor;2017;12998;Semi-Auto;18166;Petrol;125;51,4;1,2;skoda
325; Octavia;2014;8498;Manual;52847;Diesel;20;68,9;2,0;skoda
326; Octavia;2016;10498;Manual;39711;Diesel;20;70,6;2,0;skoda
327; Superb;2019;16498;Manual;50;Petrol;145;40,9;1,5;skoda
328; Octavia;2019;17998;Semi-Auto;50;Petrol;145;47,9;2,0;skoda
329; Octavia;2019;18498;Semi-Auto;50;Diesel;145;67,3;2,0;skoda
330; Kodiaq;2017;23498;Automatic;17816;Petrol;145;44,8;1,4;skoda
331; Octavia;2019;23998;Semi-Auto;50;Petrol;145;47,9;2,0;skoda
332; Superb;2016;11698;Semi-Auto;54745;Diesel;30;62,8;2,0;skoda
333; Karoq;2019;18222;Manual;5773;Diesel;145;42,8;2,0;skoda
334; Octavia;2019;19785;Automatic;7044;Petrol;145;35,8;2,0;skoda
335; Superb;2020;29874;Semi-Auto;150;Petrol;145;38,7;2,0;skoda
336; Scala;2020;16957;Manual;1652;Diesel;145;57,7;1,6;skoda
337; Karoq;2020;19541;Manual;652;Petrol;145;43,5;1,0;skoda
338; Superb;2020;31736;Semi-Auto;150;Diesel;145;47,1;2,0;skoda
339; Octavia;2020;19819;Semi-Auto;1652;Diesel;145;54,3;2,0;skoda
340; Superb;2019;21998;Semi-Auto;1989;Diesel;150;47,9;1,6;skoda
341; Superb;2016;12998;Manual;31315;Diesel;20;68,9;2,0;skoda
342; Yeti Outdoor;2017;12789;Manual;21803;Diesel;30;62,8;2,0;skoda
343; Fabia;2016;6934;Manual;32513;Petrol;20;60,1;1,2;skoda
344; Citigo;2017;7999;Manual;6918;Petrol;0;68,9;1,0;skoda
345; Fabia;2019;11980;Manual;14548;Petrol;145;61,4;1,0;skoda
